r,l,t,m,y,RateOfActivity
RE1,S103,MINBIO,1,2022,316.4172
RE1,S104,MINBIO,1,2022,316.4172
RE1,S105,MINBIO,1,2022,316.4172
RE1,S106,MINBIO,1,2022,316.4172
RE1,S107,MINBIO,1,2022,316.4172
RE1,S108,MINBIO,1,2022,316.4172
RE1,S101,MINBIO,1,2023,308.8381
RE1,S102,MINBIO,1,2023,308.8381
RE1,S103,MINBIO,1,2023,308.8381
RE1,S104,MINBIO,1,2023,308.8381
RE1,S105,MINBIO,1,2023,308.8381
RE1,S106,MINBIO,1,2023,308.8381
RE1,S107,MINBIO,1,2023,308.8381
RE1,S108,MINBIO,1,2023,308.8381
RE1,S101,MINBIO,1,2024,300.9602
RE1,S102,MINBIO,1,2024,300.9602
RE1,S103,MINBIO,1,2024,300.9602
RE1,S104,MINBIO,1,2024,300.9602
RE1,S105,MINBIO,1,2024,300.9602
RE1,S106,MINBIO,1,2024,300.9602
RE1,S107,MINBIO,1,2024,300.9602
RE1,S108,MINBIO,1,2024,300.9602
RE1,S101,MINBIO,1,2025,292.7908
RE1,S102,MINBIO,1,2025,292.7908
RE1,S103,MINBIO,1,2025,292.7908
RE1,S104,MINBIO,1,2025,292.7908
RE1,S105,MINBIO,1,2025,292.7908
RE1,S106,MINBIO,1,2025,292.7908
RE1,S107,MINBIO,1,2025,292.7908
RE1,S108,MINBIO,1,2025,292.7908
RE1,S101,MINBIO,1,2026,284.0511
RE1,S102,MINBIO,1,2026,284.0511
RE1,S103,MINBIO,1,2026,284.0511
RE1,S104,MINBIO,1,2026,284.0511
RE1,S105,MINBIO,1,2026,284.0511
RE1,S106,MINBIO,1,2026,284.0511
RE1,S107,MINBIO,1,2026,284.0511
RE1,S108,MINBIO,1,2026,284.0511
RE1,S101,MINBIO,1,2027,275.0602
RE1,S102,MINBIO,1,2027,275.0602
RE1,S103,MINBIO,1,2027,275.0602
RE1,S104,MINBIO,1,2027,275.0602
RE1,S105,MINBIO,1,2027,275.0602
RE1,S106,MINBIO,1,2027,275.0602
RE1,S107,MINBIO,1,2027,275.0602
RE1,S108,MINBIO,1,2027,275.0602
RE1,S101,MINBIO,1,2028,265.8217
RE1,S102,MINBIO,1,2028,265.8217
RE1,S103,MINBIO,1,2028,265.8217
RE1,S104,MINBIO,1,2028,265.8217
RE1,S105,MINBIO,1,2028,265.8217
RE1,S106,MINBIO,1,2028,265.8217
RE1,S107,MINBIO,1,2028,265.8217
RE1,S108,MINBIO,1,2028,265.8217
RE1,S101,MINBIO,1,2029,256.3382
RE1,S102,MINBIO,1,2029,256.3382
RE1,S103,MINBIO,1,2029,256.3382
RE1,S104,MINBIO,1,2029,256.3382
RE1,S105,MINBIO,1,2029,256.3382
RE1,S106,MINBIO,1,2029,256.3382
RE1,S107,MINBIO,1,2029,256.3382
RE1,S108,MINBIO,1,2029,256.3382
RE1,S101,MINBIO,1,2030,246.6115
RE1,S102,MINBIO,1,2030,246.6115
RE1,S103,MINBIO,1,2030,246.6115
RE1,S104,MINBIO,1,2030,246.6115
RE1,S105,MINBIO,1,2030,246.6115
RE1,S106,MINBIO,1,2030,246.6115
RE1,S107,MINBIO,1,2030,246.6115
RE1,S108,MINBIO,1,2030,246.6115
RE1,S101,MINBIO,1,2031,230.0319
RE1,S102,MINBIO,1,2031,230.0319
RE1,S103,MINBIO,1,2031,230.0319
RE1,S104,MINBIO,1,2031,230.0319
RE1,S105,MINBIO,1,2031,230.0319
RE1,S106,MINBIO,1,2031,230.0319
RE1,S107,MINBIO,1,2031,230.0319
RE1,S108,MINBIO,1,2031,230.0319
RE1,S101,MINBIO,1,2032,214.2591
RE1,S102,MINBIO,1,2032,214.2591
RE1,S103,MINBIO,1,2032,214.2591
RE1,S104,MINBIO,1,2032,214.2591
RE1,S105,MINBIO,1,2032,214.2591
RE1,S106,MINBIO,1,2032,214.2591
RE1,S107,MINBIO,1,2032,214.2591
RE1,S108,MINBIO,1,2032,214.2591
RE1,S101,MINBIO,1,2033,199.1849
RE1,S102,MINBIO,1,2033,199.1849
RE1,S103,MINBIO,1,2033,199.1849
RE1,S104,MINBIO,1,2033,199.1849
RE1,S105,MINBIO,1,2033,199.1849
RE1,S106,MINBIO,1,2033,199.1849
RE1,S107,MINBIO,1,2033,199.1849
RE1,S108,MINBIO,1,2033,199.1849
RE1,S101,MINBIO,1,2034,184.7207
RE1,S102,MINBIO,1,2034,184.7207
RE1,S103,MINBIO,1,2034,184.7207
RE1,S104,MINBIO,1,2034,184.7207
RE1,S105,MINBIO,1,2034,184.7207
RE1,S106,MINBIO,1,2034,184.7207
RE1,S107,MINBIO,1,2034,184.7207
RE1,S108,MINBIO,1,2034,184.7207
RE1,S101,MINBIO,1,2035,178.5531
RE1,S102,MINBIO,1,2035,178.5531
RE1,S103,MINBIO,1,2035,178.5531
RE1,S104,MINBIO,1,2035,178.5531
RE1,S105,MINBIO,1,2035,178.5531
RE1,S106,MINBIO,1,2035,178.5531
RE1,S107,MINBIO,1,2035,178.5531
RE1,S108,MINBIO,1,2035,178.5531
RE1,S101,MINBIO,1,2036,166.6381
RE1,S102,MINBIO,1,2036,166.6381
RE1,S103,MINBIO,1,2036,166.6381
RE1,S104,MINBIO,1,2036,166.6381
RE1,S105,MINBIO,1,2036,166.6381
RE1,S106,MINBIO,1,2036,166.6381
RE1,S107,MINBIO,1,2036,166.6381
RE1,S108,MINBIO,1,2036,166.6381
RE1,S101,MINBIO,1,2037,154.6972
RE1,S102,MINBIO,1,2037,154.6972
RE1,S103,MINBIO,1,2037,154.6972
RE1,S104,MINBIO,1,2037,154.6972
RE1,S105,MINBIO,1,2037,154.6972
RE1,S106,MINBIO,1,2037,154.6972
RE1,S107,MINBIO,1,2037,154.6972
RE1,S108,MINBIO,1,2037,154.6972
RE1,S101,MINBIO,1,2038,142.7399
RE1,S102,MINBIO,1,2038,142.7399
RE1,S103,MINBIO,1,2038,142.7399
RE1,S104,MINBIO,1,2038,142.7399
RE1,S105,MINBIO,1,2038,142.7399
RE1,S106,MINBIO,1,2038,142.7399
RE1,S107,MINBIO,1,2038,142.7399
RE1,S108,MINBIO,1,2038,142.7399
RE1,S101,MINBIO,1,2039,135.925
RE1,S102,MINBIO,1,2039,122.1262
RE1,S103,MINBIO,1,2039,135.925
RE1,S104,MINBIO,1,2039,135.925
RE1,S105,MINBIO,1,2039,135.925
RE1,S106,MINBIO,1,2039,108.5186
RE1,S107,MINBIO,1,2039,135.925
RE1,S108,MINBIO,1,2039,135.925
RE1,S101,MINBIO,1,2040,118.8073
RE1,S102,MINBIO,1,2040,118.8073
RE1,S103,MINBIO,1,2040,118.8073
RE1,S104,MINBIO,1,2040,118.8073
RE1,S105,MINBIO,1,2040,118.8073
RE1,S106,MINBIO,1,2040,118.8073
RE1,S107,MINBIO,1,2040,118.8073
RE1,S108,MINBIO,1,2040,118.8073
RE1,S101,MINBIO,1,2041,106.5129
RE1,S102,MINBIO,1,2041,105.6869
RE1,S103,MINBIO,1,2041,106.5129
RE1,S104,MINBIO,1,2041,106.5129
RE1,S105,MINBIO,1,2041,106.5129
RE1,S106,MINBIO,1,2041,106.5129
RE1,S107,MINBIO,1,2041,106.5129
RE1,S108,MINBIO,1,2041,106.5129
RE1,S101,MINBIO,1,2042,96.4035
RE1,S102,MINBIO,1,2042,96.4035
RE1,S103,MINBIO,1,2042,96.4035
RE1,S104,MINBIO,1,2042,96.4035
RE1,S105,MINBIO,1,2042,96.4035
RE1,S106,MINBIO,1,2042,96.4035
RE1,S107,MINBIO,1,2042,96.4035
RE1,S108,MINBIO,1,2042,78.1151
RE1,S101,MINBIO,1,2043,82.8977
RE1,S102,MINBIO,1,2043,82.8977
RE1,S103,MINBIO,1,2043,82.8977
RE1,S104,MINBIO,1,2043,82.8977
RE1,S105,MINBIO,1,2043,82.8977
RE1,S106,MINBIO,1,2043,82.8977
RE1,S107,MINBIO,1,2043,82.8977
RE1,S108,MINBIO,1,2043,75.2003
RE1,S101,MINBIO,1,2044,69.8678
RE1,S102,MINBIO,1,2044,69.8678
RE1,S103,MINBIO,1,2044,69.8678
RE1,S104,MINBIO,1,2044,69.8678
RE1,S105,MINBIO,1,2044,69.8678
RE1,S106,MINBIO,1,2044,69.8678
RE1,S107,MINBIO,1,2044,69.8678
RE1,S108,MINBIO,1,2044,69.8678
RE1,S101,MINBIO,1,2045,57.9175
RE1,S102,MINBIO,1,2045,57.9175
RE1,S103,MINBIO,1,2045,57.9175
RE1,S104,MINBIO,1,2045,57.9175
RE1,S105,MINBIO,1,2045,57.9175
RE1,S106,MINBIO,1,2045,57.9175
RE1,S107,MINBIO,1,2045,57.9175
RE1,S108,MINBIO,1,2045,57.9175
RE1,S101,MINBIO,1,2046,45.8905
RE1,S102,MINBIO,1,2046,45.8905
RE1,S103,MINBIO,1,2046,45.8905
RE1,S104,MINBIO,1,2046,45.8905
RE1,S105,MINBIO,1,2046,45.8905
RE1,S106,MINBIO,1,2046,45.8905
RE1,S107,MINBIO,1,2046,45.8905
RE1,S108,MINBIO,1,2046,45.8905
RE1,S101,MINBIO,1,2047,34.0953
RE1,S102,MINBIO,1,2047,34.0953
RE1,S103,MINBIO,1,2047,34.0953
RE1,S104,MINBIO,1,2047,34.0953
RE1,S105,MINBIO,1,2047,34.0953
RE1,S106,MINBIO,1,2047,34.0953
RE1,S107,MINBIO,1,2047,34.0953
RE1,S108,MINBIO,1,2047,34.0953
RE1,S101,MINBIO,1,2048,22.5212
RE1,S102,MINBIO,1,2048,22.5212
RE1,S103,MINBIO,1,2048,22.5212
RE1,S104,MINBIO,1,2048,22.5212
RE1,S105,MINBIO,1,2048,22.5212
RE1,S106,MINBIO,1,2048,22.5212
RE1,S107,MINBIO,1,2048,22.5212
RE1,S108,MINBIO,1,2048,22.5212
RE1,S101,MINBIO,1,2049,11.1589
RE1,S102,MINBIO,1,2049,11.1589
RE1,S103,MINBIO,1,2049,11.1589
RE1,S104,MINBIO,1,2049,11.1589
RE1,S105,MINBIO,1,2049,11.1589
RE1,S106,MINBIO,1,2049,11.1589
RE1,S107,MINBIO,1,2049,11.1589
RE1,S108,MINBIO,1,2049,11.1589
RE1,S101,IMPCOA,1,2015,8.1033
RE1,S102,IMPCOA,1,2015,8.1033
RE1,S103,IMPCOA,1,2015,8.1033
RE1,S104,IMPCOA,1,2015,8.1033
RE1,S105,IMPCOA,1,2015,8.1033
RE1,S106,IMPCOA,1,2015,8.1033
RE1,S107,IMPCOA,1,2015,8.1033
RE1,S108,IMPCOA,1,2015,8.1033
RE1,S101,IMPCOA,1,2016,8.5372
RE1,S102,IMPCOA,1,2016,8.5372
RE1,S103,IMPCOA,1,2016,8.5372
RE1,S104,IMPCOA,1,2016,8.5372
RE1,S105,IMPCOA,1,2016,8.5372
RE1,S106,IMPCOA,1,2016,8.5372
RE1,S107,IMPCOA,1,2016,8.5372
RE1,S108,IMPCOA,1,2016,8.5372
RE1,S101,IMPCOA,1,2017,8.9943
RE1,S102,IMPCOA,1,2017,8.9943
RE1,S103,IMPCOA,1,2017,8.9943
RE1,S104,IMPCOA,1,2017,8.9943
RE1,S105,IMPCOA,1,2017,8.9943
RE1,S106,IMPCOA,1,2017,8.9943
RE1,S107,IMPCOA,1,2017,8.9943
RE1,S108,IMPCOA,1,2017,8.9943
RE1,S101,IMPCOA,1,2018,9.4759
RE1,S102,IMPCOA,1,2018,9.4759
RE1,S103,IMPCOA,1,2018,9.4759
RE1,S104,IMPCOA,1,2018,9.4759
RE1,S105,IMPCOA,1,2018,9.4759
RE1,S106,IMPCOA,1,2018,9.4759
RE1,S107,IMPCOA,1,2018,9.4759
RE1,S108,IMPCOA,1,2018,9.4759
RE1,S101,IMPCOA,1,2019,9.9832
RE1,S102,IMPCOA,1,2019,9.9832
RE1,S103,IMPCOA,1,2019,9.9832
RE1,S104,IMPCOA,1,2019,9.9832
RE1,S105,IMPCOA,1,2019,9.9832
RE1,S106,IMPCOA,1,2019,9.9832
RE1,S107,IMPCOA,1,2019,9.9832
RE1,S108,IMPCOA,1,2019,9.9832
RE1,S101,IMPCOA,1,2020,10.5178
RE1,S102,IMPCOA,1,2020,10.5178
RE1,S103,IMPCOA,1,2020,10.5178
RE1,S104,IMPCOA,1,2020,10.5178
RE1,S105,IMPCOA,1,2020,10.5178
RE1,S106,IMPCOA,1,2020,10.5178
RE1,S107,IMPCOA,1,2020,10.5178
RE1,S108,IMPCOA,1,2020,10.5178
RE1,S101,IMPCOA,1,2021,10.5572
RE1,S102,IMPCOA,1,2021,10.5572
RE1,S103,IMPCOA,1,2021,10.5572
RE1,S104,IMPCOA,1,2021,10.5572
RE1,S105,IMPCOA,1,2021,10.5572
RE1,S106,IMPCOA,1,2021,10.5572
RE1,S107,IMPCOA,1,2021,10.5572
RE1,S108,IMPCOA,1,2021,10.5572
RE1,S101,IMPCOA,1,2022,10.5812
RE1,S102,IMPCOA,1,2022,10.5812
RE1,S103,IMPCOA,1,2022,10.5812
RE1,S104,IMPCOA,1,2022,10.5812
RE1,S105,IMPCOA,1,2022,10.5812
RE1,S106,IMPCOA,1,2022,10.5812
RE1,S107,IMPCOA,1,2022,10.5812
RE1,S108,IMPCOA,1,2022,10.5812
RE1,S101,IMPCOA,1,2023,10.589
RE1,S102,IMPCOA,1,2023,10.589
RE1,S103,IMPCOA,1,2023,10.589
RE1,S104,IMPCOA,1,2023,10.589
RE1,S105,IMPCOA,1,2023,10.589
RE1,S106,IMPCOA,1,2023,10.589
RE1,S107,IMPCOA,1,2023,10.589
RE1,S108,IMPCOA,1,2023,10.589
RE1,S101,IMPCOA,1,2024,10.58
RE1,S102,IMPCOA,1,2024,10.58
RE1,S103,IMPCOA,1,2024,10.58
RE1,S104,IMPCOA,1,2024,10.58
RE1,S105,IMPCOA,1,2024,10.58
RE1,S106,IMPCOA,1,2024,10.58
RE1,S107,IMPCOA,1,2024,10.58
RE1,S108,IMPCOA,1,2024,10.58
RE1,S101,IMPCOA,1,2025,11.9801
RE1,S102,IMPCOA,1,2025,11.9801
RE1,S103,IMPCOA,1,2025,11.9801
RE1,S104,IMPCOA,1,2025,11.9801
RE1,S105,IMPCOA,1,2025,11.9801
RE1,S106,IMPCOA,1,2025,11.9801
RE1,S107,IMPCOA,1,2025,11.9801
RE1,S108,IMPCOA,1,2025,11.9801
RE1,S101,IMPCOA,1,2026,18.0036
RE1,S102,IMPCOA,1,2026,13.1215
RE1,S103,IMPCOA,1,2026,18.0036
RE1,S104,IMPCOA,1,2026,13.1215
RE1,S105,IMPCOA,1,2026,18.0036
RE1,S106,IMPCOA,1,2026,13.1215
RE1,S107,IMPCOA,1,2026,18.0036
RE1,S108,IMPCOA,1,2026,13.1215
RE1,S101,IMPCOA,1,2027,10.4221
RE1,S102,IMPCOA,1,2027,10.4221
RE1,S103,IMPCOA,1,2027,10.4221
RE1,S104,IMPCOA,1,2027,10.4221
RE1,S105,IMPCOA,1,2027,10.4221
RE1,S106,IMPCOA,1,2027,10.4221
RE1,S107,IMPCOA,1,2027,10.4221
RE1,S108,IMPCOA,1,2027,10.4221
RE1,S101,IMPCOA,1,2028,10.3268
RE1,S102,IMPCOA,1,2028,10.3268
RE1,S103,IMPCOA,1,2028,10.3268
RE1,S104,IMPCOA,1,2028,10.3268
RE1,S105,IMPCOA,1,2028,10.3268
RE1,S106,IMPCOA,1,2028,10.3268
RE1,S107,IMPCOA,1,2028,10.3268
RE1,S108,IMPCOA,1,2028,10.3268
RE1,S101,IMPCOA,1,2029,10.2102
RE1,S102,IMPCOA,1,2029,10.2102
RE1,S103,IMPCOA,1,2029,10.2102
RE1,S104,IMPCOA,1,2029,10.2102
RE1,S105,IMPCOA,1,2029,10.2102
RE1,S106,IMPCOA,1,2029,10.2102
RE1,S107,IMPCOA,1,2029,10.2102
RE1,S108,IMPCOA,1,2029,10.2102
RE1,S101,IMPCOA,1,2030,10.0712
RE1,S102,IMPCOA,1,2030,10.0712
RE1,S103,IMPCOA,1,2030,10.0712
RE1,S104,IMPCOA,1,2030,10.0712
RE1,S105,IMPCOA,1,2030,10.0712
RE1,S106,IMPCOA,1,2030,10.0712
RE1,S107,IMPCOA,1,2030,10.0712
RE1,S108,IMPCOA,1,2030,10.0712
RE1,S101,IMPCOA,1,2031,9.7147
RE1,S102,IMPCOA,1,2031,9.7147
RE1,S103,IMPCOA,1,2031,9.7147
RE1,S104,IMPCOA,1,2031,9.7147
RE1,S105,IMPCOA,1,2031,9.7147
RE1,S106,IMPCOA,1,2031,9.7147
RE1,S107,IMPCOA,1,2031,9.7147
RE1,S108,IMPCOA,1,2031,9.7147
RE1,S101,IMPCOA,1,2032,9.3574
RE1,S102,IMPCOA,1,2032,9.3574
RE1,S103,IMPCOA,1,2032,9.3574
RE1,S104,IMPCOA,1,2032,9.3574
RE1,S105,IMPCOA,1,2032,9.3574
RE1,S106,IMPCOA,1,2032,9.3574
RE1,S107,IMPCOA,1,2032,9.3574
RE1,S108,IMPCOA,1,2032,9.3574
RE1,S101,IMPCOA,1,2033,8.9958
RE1,S102,IMPCOA,1,2033,8.9958
RE1,S103,IMPCOA,1,2033,8.9958
RE1,S104,IMPCOA,1,2033,8.9958
RE1,S105,IMPCOA,1,2033,8.9958
RE1,S106,IMPCOA,1,2033,8.9958
RE1,S107,IMPCOA,1,2033,8.9958
RE1,S108,IMPCOA,1,2033,8.9958
RE1,S101,IMPCOA,1,2034,12.5969
RE1,S102,IMPCOA,1,2034,12.5969
RE1,S103,IMPCOA,1,2034,12.5969
RE1,S104,IMPCOA,1,2034,12.5969
RE1,S105,IMPCOA,1,2034,12.5969
RE1,S106,IMPCOA,1,2034,12.5969
RE1,S107,IMPCOA,1,2034,12.5969
RE1,S108,IMPCOA,1,2034,12.5969
RE1,S101,IMPCOA,1,2035,19.5117
RE1,S102,IMPCOA,1,2035,17.2936
RE1,S103,IMPCOA,1,2035,19.5117
RE1,S104,IMPCOA,1,2035,19.5117
RE1,S105,IMPCOA,1,2035,19.5117
RE1,S106,IMPCOA,1,2035,19.5117
RE1,S107,IMPCOA,1,2035,19.5117
RE1,S108,IMPCOA,1,2035,17.2471
RE1,S101,IMPCOA,1,2036,24.4384
RE1,S102,IMPCOA,1,2036,17.8341
RE1,S103,IMPCOA,1,2036,24.4384
RE1,S104,IMPCOA,1,2036,24.4384
RE1,S105,IMPCOA,1,2036,24.4384
RE1,S106,IMPCOA,1,2036,24.4384
RE1,S107,IMPCOA,1,2036,24.4384
RE1,S108,IMPCOA,1,2036,17.8341
RE1,S101,IMPCOA,1,2037,28.6947
RE1,S102,IMPCOA,1,2037,19.2795
RE1,S103,IMPCOA,1,2037,28.6947
RE1,S104,IMPCOA,1,2037,28.6947
RE1,S105,IMPCOA,1,2037,28.6947
RE1,S106,IMPCOA,1,2037,28.6947
RE1,S107,IMPCOA,1,2037,28.6947
RE1,S108,IMPCOA,1,2037,18.4376
RE1,S101,IMPCOA,1,2038,29.7832
RE1,S102,IMPCOA,1,2038,29.7832
RE1,S103,IMPCOA,1,2038,29.7832
RE1,S104,IMPCOA,1,2038,29.7832
RE1,S105,IMPCOA,1,2038,29.7832
RE1,S106,IMPCOA,1,2038,25.3681
RE1,S107,IMPCOA,1,2038,29.7832
RE1,S108,IMPCOA,1,2038,29.7832
RE1,S101,IMPCOA,1,2039,29.7832
RE1,S102,IMPCOA,1,2039,29.7832
RE1,S103,IMPCOA,1,2039,29.7832
RE1,S104,IMPCOA,1,2039,29.7832
RE1,S105,IMPCOA,1,2039,29.7832
RE1,S106,IMPCOA,1,2039,29.7832
RE1,S107,IMPCOA,1,2039,29.7832
RE1,S108,IMPCOA,1,2039,29.7832
RE1,S101,IMPCOA,1,2040,29.7832
RE1,S102,IMPCOA,1,2040,29.7832
RE1,S103,IMPCOA,1,2040,29.7832
RE1,S104,IMPCOA,1,2040,29.7832
RE1,S105,IMPCOA,1,2040,29.7832
RE1,S106,IMPCOA,1,2040,29.7832
RE1,S107,IMPCOA,1,2040,29.7832
RE1,S108,IMPCOA,1,2040,9.8771
RE1,S101,IMPCOA,1,2041,29.7832
RE1,S102,IMPCOA,1,2041,14.1107
RE1,S103,IMPCOA,1,2041,29.7832
RE1,S104,IMPCOA,1,2041,20.3073
RE1,S105,IMPCOA,1,2041,29.7832
RE1,S106,IMPCOA,1,2041,23.1006
RE1,S107,IMPCOA,1,2041,29.7832
RE1,S108,IMPCOA,1,2041,21.1321
RE1,S101,IMPCOA,1,2042,25.3661
RE1,S102,IMPCOA,1,2042,19.7596
RE1,S103,IMPCOA,1,2042,25.3661
RE1,S104,IMPCOA,1,2042,25.3661
RE1,S105,IMPCOA,1,2042,25.3661
RE1,S106,IMPCOA,1,2042,19.4766
RE1,S107,IMPCOA,1,2042,25.3661
RE1,S108,IMPCOA,1,2042,10.8837
RE1,S101,IMPCOA,1,2043,19.4816
RE1,S102,IMPCOA,1,2043,19.4816
RE1,S103,IMPCOA,1,2043,19.4816
RE1,S104,IMPCOA,1,2043,19.4816
RE1,S105,IMPCOA,1,2043,19.4816
RE1,S106,IMPCOA,1,2043,19.4816
