r,t,f,y,UseByTechnologyAnnual
RE1,PWRSOL002,SOL,2057,86.2183
RE1,PWRSOL002,SOL,2058,88.5269
RE1,PWRSOL002,SOL,2059,90.9039
RE1,PWRSOL002,SOL,2060,93.3516
RE1,PWRSOL002,SOL,2061,95.161
RE1,PWRSOL002,SOL,2062,97.008
RE1,PWRSOL002,SOL,2063,98.8936
RE1,PWRSOL002,SOL,2064,100.8187
RE1,PWRSOL002,SOL,2065,102.7842
RE1,PWRSOL002,SOL,2066,104.791
RE1,PWRSOL002,SOL,2067,106.8402
RE1,PWRSOL002,SOL,2068,108.9326
RE1,PWRSOL002,SOL,2069,111.0694
RE1,PWRSOL002,SOL,2070,145.5686
RE1,PWRTRN,ELC001,2015,14.7989
RE1,PWRTRN,ELC001,2016,15.8112
RE1,PWRTRN,ELC001,2017,16.3641
RE1,PWRTRN,ELC001,2018,16.7765
RE1,PWRTRN,ELC001,2019,16.205
RE1,PWRTRN,ELC001,2020,15.0356
RE1,PWRTRN,ELC001,2021,22.8235
RE1,PWRTRN,ELC001,2022,33.4093
RE1,PWRTRN,ELC001,2023,39.4932
RE1,PWRTRN,ELC001,2024,41.5701
RE1,PWRTRN,ELC001,2025,49.9981
RE1,PWRTRN,ELC001,2026,52.5675
RE1,PWRTRN,ELC001,2027,55.6918
RE1,PWRTRN,ELC001,2028,58.6929
RE1,PWRTRN,ELC001,2029,70.9149
RE1,PWRTRN,ELC001,2030,71.6778
RE1,PWRTRN,ELC001,2031,71.9602
RE1,PWRTRN,ELC001,2032,72.4736
RE1,PWRTRN,ELC001,2033,78.8266
RE1,PWRTRN,ELC001,2034,80.5469
RE1,PWRTRN,ELC001,2035,94.57
RE1,PWRTRN,ELC001,2036,102.7036
RE1,PWRTRN,ELC001,2037,108.0268
RE1,PWRTRN,ELC001,2038,145.3808
RE1,PWRTRN,ELC001,2039,147.1399
RE1,PWRTRN,ELC001,2040,144.5068
RE1,PWRTRN,ELC001,2041,139.7115
RE1,PWRTRN,ELC001,2042,133.9672
RE1,PWRTRN,ELC001,2043,127.6795
RE1,PWRTRN,ELC001,2044,120.5086
RE1,PWRTRN,ELC001,2045,115.5183
RE1,PWRTRN,ELC001,2046,114.5697
RE1,PWRTRN,ELC001,2047,117.7043
RE1,PWRTRN,ELC001,2048,120.978
RE1,PWRTRN,ELC001,2049,124.385
RE1,PWRTRN,ELC001,2050,161.7918
RE1,PWRTRN,ELC001,2051,165.7039
RE1,PWRTRN,ELC001,2052,169.7301
RE1,PWRTRN,ELC001,2053,173.874
RE1,PWRTRN,ELC001,2054,178.1393
RE1,PWRTRN,ELC001,2055,182.5298
RE1,PWRTRN,ELC001,2056,187.0494
RE1,PWRTRN,ELC001,2057,191.7022
RE1,PWRTRN,ELC001,2058,196.4925
RE1,PWRTRN,ELC001,2059,201.4248
RE1,PWRTRN,ELC001,2060,206.5037
RE1,PWRTRN,ELC001,2061,210.2582
RE1,PWRTRN,ELC001,2062,214.0908
RE1,PWRTRN,ELC001,2063,218.0034
RE1,PWRTRN,ELC001,2064,221.9979
RE1,PWRTRN,ELC001,2065,226.0763
RE1,PWRTRN,ELC001,2066,230.2405
RE1,PWRTRN,ELC001,2067,234.4925
RE1,PWRTRN,ELC001,2068,238.8343
RE1,PWRTRN,ELC001,2069,243.2682
RE1,PWRTRN,ELC001,2070,314.8541
RE1,PWRTRNEXP,ELC001,2015,0.3012
RE1,PWRTRNEXP,ELC001,2016,0.3382
RE1,PWRTRNEXP,ELC001,2017,0.342
RE1,PWRTRNEXP,ELC001,2018,0.3895
RE1,PWRTRNEXP,ELC001,2019,0.3895
RE1,PWRTRNEXP,ELC001,2020,0.3895
RE1,PWRTRNEXP,ELC001,2021,0.3895
RE1,PWRTRNEXP,ELC001,2022,0.3895
RE1,PWRTRNEXP,ELC001,2023,0.3895
RE1,PWRTRNEXP,ELC001,2024,0.3895
RE1,PWRTRNEXP,ELC001,2025,0.3895
RE1,PWRTRNEXP,ELC001,2026,0.3895
RE1,PWRTRNEXP,ELC001,2027,0.3895
RE1,PWRTRNEXP,ELC001,2028,0.3895
RE1,PWRTRNEXP,ELC001,2029,0.3895
RE1,PWRTRNEXP,ELC001,2030,0.3895
RE1,PWRTRNEXP,ELC001,2031,0.3895
RE1,PWRTRNEXP,ELC001,2032,0.3895
RE1,PWRTRNEXP,ELC001,2033,0.3895
RE1,PWRTRNEXP,ELC001,2034,0.3895
RE1,PWRTRNEXP,ELC001,2035,0.3895
RE1,PWRTRNEXP,ELC001,2036,0.3895
RE1,PWRTRNEXP,ELC001,2037,0.3895
RE1,PWRTRNEXP,ELC001,2038,0.3895
RE1,PWRTRNEXP,ELC001,2039,0.3895
RE1,PWRTRNEXP,ELC001,2040,0.3895
RE1,PWRTRNEXP,ELC001,2041,0.3895
RE1,PWRTRNEXP,ELC001,2042,0.3895
RE1,PWRTRNEXP,ELC001,2043,0.3895
RE1,PWRTRNEXP,ELC001,2044,0.3895
RE1,PWRTRNEXP,ELC001,2045,0.3895
RE1,PWRTRNEXP,ELC001,2046,0.3895
RE1,PWRTRNEXP,ELC001,2047,0.3895
RE1,PWRTRNEXP,ELC001,2048,0.3895
RE1,PWRTRNEXP,ELC001,2049,0.3895
RE1,PWRTRNEXP,ELC001,2050,0.3895
RE1,PWRTRNEXP,ELC001,2051,0.3895
RE1,PWRTRNEXP,ELC001,2052,0.3895
RE1,PWRTRNEXP,ELC001,2053,0.3895
RE1,PWRTRNEXP,ELC001,2054,0.3895
RE1,PWRTRNEXP,ELC001,2055,0.3895
RE1,PWRTRNEXP,ELC001,2056,0.3895
RE1,PWRTRNEXP,ELC001,2057,0.3895
RE1,PWRTRNEXP,ELC001,2058,0.3895
RE1,PWRTRNEXP,ELC001,2059,0.3895
RE1,PWRTRNEXP,ELC001,2060,0.3895
RE1,PWRTRNEXP,ELC001,2061,0.3895
RE1,PWRTRNEXP,ELC001,2062,0.3895
RE1,PWRTRNEXP,ELC001,2063,0.3895
RE1,PWRTRNEXP,ELC001,2064,0.3895
RE1,PWRTRNEXP,ELC001,2065,0.3895
RE1,PWRTRNEXP,ELC001,2066,0.3895
RE1,PWRTRNEXP,ELC001,2067,0.3895
RE1,PWRTRNEXP,ELC001,2068,0.3895
RE1,PWRTRNEXP,ELC001,2069,0.3895
RE1,PWRTRNEXP,ELC001,2070,0.3895
RE1,PWRWND001,WND,2024,0.0241
RE1,PWRWND001,WND,2025,0.0241
RE1,PWRWND001,WND,2026,0.2413
RE1,PWRWND001,WND,2027,0.2413
RE1,PWRWND001,WND,2028,2.3767
RE1,PWRWND001,WND,2029,8.4524
RE1,PWRWND001,WND,2030,8.9083
RE1,PWRWND001,WND,2031,9.2561
RE1,PWRWND001,WND,2032,9.6349
RE1,PWRWND001,WND,2033,10.0457
RE1,PWRWND001,WND,2034,10.4898
RE1,PWRWND001,WND,2035,11.4669
RE1,PWRWND001,WND,2036,12.1623
RE1,PWRWND001,WND,2037,12.9035
RE1,PWRWND001,WND,2038,13.6939
RE1,PWRWND001,WND,2039,14.5374
RE1,PWRWND001,WND,2040,15.4379
RE1,PWRWND001,WND,2041,16.1965
RE1,PWRWND001,WND,2042,16.9953
RE1,PWRWND001,WND,2043,17.8366
RE1,PWRWND001,WND,2044,18.723
RE1,PWRWND001,WND,2045,19.6573
RE1,PWRWND001,WND,2046,20.5541
RE1,PWRWND001,WND,2047,21.502
RE1,PWRWND001,WND,2048,22.5038
RE1,PWRWND001,WND,2049,23.5624
RE1,PWRWND001,WND,2050,31.927
RE1,PWRWND001,WND,2051,32.7653
RE1,PWRWND001,WND,2052,33.6281
RE1,PWRWND001,WND,2053,34.516
RE1,PWRWND001,WND,2054,35.43
RE1,PWRWND001,WND,2055,36.3708
RE1,PWRWND001,WND,2056,37.3393
RE1,PWRWND001,WND,2057,38.3363
RE1,PWRWND001,WND,2058,39.3629
RE1,PWRWND001,WND,2059,40.4198
RE1,PWRWND001,WND,2060,41.5081
RE1,PWRWND001,WND,2061,42.3126
RE1,PWRWND001,WND,2062,43.1339
RE1,PWRWND001,WND,2063,43.9723
RE1,PWRWND001,WND,2064,44.8283
RE1,PWRWND001,WND,2065,45.7022
RE1,PWRWND001,WND,2066,46.5946
RE1,PWRWND001,WND,2067,47.5057
RE1,PWRWND001,WND,2068,48.4361
RE1,PWRWND001,WND,2069,49.3862
RE1,PWRWND001,WND,2070,64.726
RE1,PWRWND001S,WND,2029,8.3362
RE1,PWRWND001S,WND,2030,8.3362
RE1,PWRWND001S,WND,2031,8.3362
RE1,PWRWND001S,WND,2032,10.9456
RE1,PWRWND001S,WND,2033,13.1306
RE1,PWRWND001S,WND,2034,14.8586
RE1,PWRWND001S,WND,2035,19.1114
RE1,PWRWND001S,WND,2036,20.2704
RE1,PWRWND001S,WND,2037,21.5058
RE1,PWRWND001S,WND,2038,22.8232
RE1,PWRWND001S,WND,2039,24.229
RE1,PWRWND001S,WND,2040,25.7298
RE1,PWRWND001S,WND,2041,26.9943
RE1,PWRWND001S,WND,2042,28.3255
RE1,PWRWND001S,WND,2043,29.7277
RE1,PWRWND001S,WND,2044,31.205
RE1,PWRWND001S,WND,2045,32.7621
RE1,PWRWND001S,WND,2046,34.2569
RE1,PWRWND001S,WND,2047,35.8368
RE1,PWRWND001S,WND,2048,37.5064
RE1,PWRWND001S,WND,2049,39.2707
RE1,PWRWND001S,WND,2050,53.2117
RE1,PWRWND001S,WND,2051,54.6088
RE1,PWRWND001S,WND,2052,56.0468
RE1,PWRWND001S,WND,2053,57.5267
RE1,PWRWND001S,WND,2054,59.0501
RE1,PWRWND001S,WND,2055,60.6181
RE1,PWRWND001S,WND,2056,62.2322
RE1,PWRWND001S,WND,2057,63.8939
RE1,PWRWND001S,WND,2058,65.6048
RE1,PWRWND001S,WND,2059,67.3663
RE1,PWRWND001S,WND,2060,69.1802
RE1,PWRWND001S,WND,2061,70.5211
RE1,PWRWND001S,WND,2062,71.8899
RE1,PWRWND001S,WND,2063,73.2872
RE1,PWRWND001S,WND,2064,74.7138
RE1,PWRWND001S,WND,2065,76.1704
RE1,PWRWND001S,WND,2066,77.6576
RE1,PWRWND001S,WND,2067,79.1762
RE1,PWRWND001S,WND,2068,80.7268
RE1,PWRWND001S,WND,2069,82.3104
RE1,PWRWND001S,WND,2070,107.8768
RE1,TEC087,COM027,2015,3.7453
RE1,TEC087,COM027,2016,3.3297
RE1,TEC087,COM027,2017,4.4124
RE1,TEC087,COM027,2018,3.0363
RE1,TEC087,COM027,2019,2.4647
RE1,TEC087,COM027,2020,1.2953
RE1,TEC087,COM027,2021,5.688
RE1,TEC087,COM027,2022,8.5816
RE1,TEC087,COM027,2023,8.7281
RE1,TEC087,COM027,2024,10.805
RE1,TEC087,COM027,2025,23.1681
RE1,TEC087,COM027,2026,25.0632
RE1,TEC087,COM027,2027,29.8209
RE1,TEC087,COM027,2028,32.7715
RE1,TEC087,COM027,2029,48.0454
RE1,TEC087,COM027,2030,49.4132
RE1,TEC087,COM027,2031,50.4566
RE1,TEC087,COM027,2032,54.2024
RE1,TEC087,COM027,2033,61.294
RE1,TEC087,COM027,2034,63.727
RE1,TEC087,COM027,2035,81.5442
RE1,TEC087,COM027,2036,89.1613
RE1,TEC087,COM027,2037,94.1027
RE1,TEC087,COM027,2038,99.3725
RE1,TEC087,COM027,2039,104.9957
RE1,TEC087,COM027,2040,110.9988
RE1,TEC087,COM027,2041,114.5032
RE1,TEC087,COM027,2042,113.9653
RE1,TEC087,COM027,2043,113.6652
RE1,TEC087,COM027,2044,107.694
RE1,TEC087,COM027,2045,103.7648
RE1,TEC087,COM027,2046,103.9988
RE1,TEC087,COM027,2047,108.4226
RE1,TEC087,COM027,2048,113.0976
RE1,TEC087,COM027,2049,118.0375
RE1,TEC087,COM027,2050,157.0723
RE1,TEC087,COM027,2051,160.9843
RE1,TEC087,COM027,2052,165.0106
RE1,TEC087,COM027,2053,169.1545
RE1,TEC087,COM027,2054,173.4198
RE1,TEC087,COM027,2055,177.8102
RE1,TEC087,COM027,2056,182.3299
RE1,TEC087,COM027,2057,186.9826
RE1,TEC087,COM027,2058,191.773
RE1,TEC087,COM027,2059,196.7053
RE1,TEC087,COM027,2060,201.7842
RE1,TEC087,COM027,2061,205.5387
RE1,TEC087,COM027,2062,209.3713
RE1,TEC087,COM027,2063,213.2839
RE1,TEC087,COM027,2064,217.2784
RE1,TEC087,COM027,2065,221.3568
RE1,TEC087,COM027,2066,225.521
RE1,TEC087,COM027,2067,229.773
RE1,TEC087,COM027,2068,234.1148
RE1,TEC087,COM027,2069,238.5487
RE1,TEC087,COM027,2070,310.1346
RE1,UPSREF001,OIL,2039,20.5793
RE1,UPSREF001,OIL,2040,67.4031
RE1,UPSREF001,OIL,2041,97.917
RE1,UPSREF001,OIL,2042,123.0221
RE1,UPSREF001,OIL,2043,142.3274
RE1,UPSREF001,OIL,2044,125.098
RE1,UPSREF001,OIL,2045,106.8903
RE1,UPSREF001,OIL,2046,87.2979
RE1,UPSREF001,OIL,2047,66.8537
RE1,UPSREF001,OIL,2048,45.5166
RE1,UPSREF001,OIL,2049,23.2458
