r,t,y,AnnualVariableOperatingCost
RE1,DEMRESCKNOIL,2024,0.0009
RE1,DEMRESCKNOIL,2025,0.001
RE1,DEMRESCKNOIL,2026,0.0013
RE1,DEMRESCKNOIL,2027,0.0017
RE1,DEMRESCKNOIL,2028,0.0019
RE1,DEMRESCKNOIL,2029,0.0013
RE1,DEMRESCKNOIL,2030,0.0006
RE1,DEMRESCKNOIL,2031,0.0011
RE1,DEMRESCKNOIL,2032,0.0016
RE1,DEMRESCKNOIL,2033,0.0021
RE1,DEMRESCKNOIL,2034,0.0027
RE1,DEMRESCKNOIL,2035,0.0032
RE1,DEMRESCKNOIL,2036,0.0036
RE1,DEMRESCKNOIL,2037,0.0046
RE1,DEMRESCKNOIL,2038,0.0053
RE1,DEMRESCKNOIL,2039,0.0056
RE1,DEMRESCKNOIL,2040,0.0056
RE1,DEMRESCKNOIL,2041,0.0055
RE1,DEMRESCKNOIL,2042,0.0055
RE1,DEMRESCKNOIL,2043,0.0055
RE1,DEMRESCKNOIL,2044,0.0055
RE1,DEMRESCKNOIL,2045,0.005
RE1,DEMRESCKNOIL,2046,0.0039
RE1,DEMRESCKNOIL,2047,0.0022
RE1,DEMRESCKNOIL,2048,0.0004
RE1,DEMRESCKNBIO,2015,13.3874
RE1,DEMRESCKNBIO,2016,13.4036
RE1,DEMRESCKNBIO,2017,50.2177
RE1,DEMRESCKNBIO,2018,87.0327
RE1,DEMRESCKNBIO,2019,123.8487
RE1,DEMRESCKNBIO,2020,160.6657
RE1,DEMRESCKNBIO,2021,156.4486
RE1,DEMRESCKNBIO,2022,152.0556
RE1,DEMRESCKNBIO,2023,147.4922
RE1,DEMRESCKNBIO,2024,141.6226
RE1,DEMRESCKNBIO,2025,135.7254
RE1,DEMRESCKNBIO,2026,129.0216
RE1,DEMRESCKNBIO,2027,117.3027
RE1,DEMRESCKNBIO,2028,111.8398
RE1,DEMRESCKNBIO,2029,106.2392
RE1,DEMRESCKNBIO,2030,100.5015
RE1,DEMRESCKNBIO,2031,91.7016
RE1,DEMRESCKNBIO,2032,83.3092
RE1,DEMRESCKNBIO,2033,69.376
RE1,DEMRESCKNBIO,2034,62.6518
RE1,DEMRESCKNBIO,2035,41.3231
RE1,DEMRESCKNBIO,2036,27.624
RE1,DEMRESCKNBIO,2037,18.5502
RE1,DEMRESCKNBIO,2038,9.3132
RE1,DEMRESHEBIO,2015,0.0002
RE1,DEMRESHEBIO,2016,0.0002
RE1,DEMRESHEBIO,2017,0.0007
RE1,DEMRESHEBIO,2018,0.0012
RE1,DEMRESHEBIO,2019,0.0017
RE1,DEMRESHEBIO,2020,0.0022
RE1,DEMRESHEBIO,2021,0.0022
RE1,DEMRESHEBIO,2022,0.0023
RE1,DEMRESHEBIO,2023,0.0023
RE1,DEMRESHEBIO,2024,0.0023
RE1,DEMRESHEBIO,2025,0.0024
RE1,DEMRESHEBIO,2026,0.0024
RE1,DEMRESHEBIO,2027,0.0024
RE1,DEMRESHEBIO,2028,0.0024
RE1,DEMRESHEBIO,2029,0.0024
RE1,DEMRESHEBIO,2030,0.0025
RE1,DEMRESHEBIO,2031,0.0024
RE1,DEMRESHEBIO,2032,0.0024
RE1,DEMRESHEBIO,2033,0.0024
RE1,DEMRESHEBIO,2034,0.0023
RE1,DEMRESHEBIO,2035,0.0024
RE1,DEMRESHEBIO,2036,0.0024
RE1,DEMRESHEBIO,2037,0.0024
RE1,DEMRESHEBIO,2038,0.0024
RE1,DEMRESHEBIO,2039,0.0024
RE1,DEMRESHEBIO,2040,0.001
RE1,DEMRESHEBIO,2044,0.0014
RE1,DEMRESHEBIO,2045,0.0023
RE1,DEMRESHEBIO,2046,0.0023
RE1,DEMRESHEBIO,2047,0.0013
RE1,DEMRESHEBIO,2048,0.0004
RE1,DEMRESHEBIO,2049,0.0001
RE1,DEMRESHEOIL,2039,0.0
RE1,DEMRESHEOIL,2040,0.0014
RE1,DEMRESHEOIL,2041,0.0024
RE1,DEMRESHEOIL,2042,0.0024
RE1,DEMRESHEOIL,2043,0.0023
RE1,DEMRESHEOIL,2044,0.001
RE1,DEMRESHEOIL,2046,0.0
RE1,DEMRESHEOIL,2047,0.0009
RE1,DEMRESHEOIL,2048,0.0018
RE1,DEMRESHEOIL,2049,0.0019
RE1,DEMRESHEEL,2049,0.0002
RE1,DEMRESHEEL,2050,0.0022
RE1,DEMRESHEEL,2051,0.0022
RE1,DEMRESHEEL,2052,0.0022
RE1,DEMRESHEEL,2053,0.0022
RE1,DEMRESHEEL,2054,0.0021
RE1,DEMRESHEEL,2055,0.0021
RE1,DEMRESHEEL,2056,0.0021
RE1,DEMRESHEEL,2057,0.0021
RE1,DEMRESHEEL,2058,0.0021
RE1,DEMRESHEEL,2059,0.002
RE1,DEMRESHEEL,2060,0.002
RE1,DEMRESHEEL,2061,0.002
RE1,DEMRESHEEL,2062,0.002
RE1,DEMRESHEEL,2063,0.002
RE1,DEMRESHEEL,2064,0.0019
RE1,DEMRESHEEL,2065,0.0019
RE1,DEMRESHEEL,2066,0.0019
RE1,DEMRESHEEL,2067,0.0019
RE1,DEMRESHEEL,2068,0.0019
RE1,DEMRESHEEL,2069,0.0019
RE1,DEMRESHEEL,2070,0.0018
RE1,DEMCOMHEOIL,2040,0.0
RE1,DEMCOMHEOIL,2041,0.0
RE1,DEMCOMHEOIL,2042,0.0
RE1,DEMCOMHEOIL,2043,0.0
RE1,DEMCOMHEOIL,2044,0.0
RE1,DEMCOMHEOIL,2046,0.0
RE1,DEMCOMHEOIL,2047,0.0
RE1,DEMCOMHEOIL,2048,0.0
RE1,DEMCOMHEOIL,2049,0.0
RE1,DEMCOMHEBIO,2015,0.0
RE1,DEMCOMHEBIO,2016,0.0
RE1,DEMCOMHEBIO,2017,0.0
RE1,DEMCOMHEBIO,2018,0.0
RE1,DEMCOMHEBIO,2019,0.0
RE1,DEMCOMHEBIO,2020,0.0
RE1,DEMCOMHEBIO,2021,0.0
RE1,DEMCOMHEBIO,2022,0.0
RE1,DEMCOMHEBIO,2023,0.0
RE1,DEMCOMHEBIO,2024,0.0
RE1,DEMCOMHEBIO,2025,0.0
RE1,DEMCOMHEBIO,2026,0.0
RE1,DEMCOMHEBIO,2027,0.0
RE1,DEMCOMHEBIO,2028,0.0
RE1,DEMCOMHEBIO,2029,0.0
RE1,DEMCOMHEBIO,2030,0.0
RE1,DEMCOMHEBIO,2031,0.0
RE1,DEMCOMHEBIO,2032,0.0
RE1,DEMCOMHEBIO,2033,0.0
RE1,DEMCOMHEBIO,2034,0.0
RE1,DEMCOMHEBIO,2035,0.0
RE1,DEMCOMHEBIO,2036,0.0
RE1,DEMCOMHEBIO,2037,0.0
RE1,DEMCOMHEBIO,2038,0.0
RE1,DEMCOMHEBIO,2039,0.0
RE1,DEMCOMHEBIO,2040,0.0
RE1,DEMCOMHEBIO,2044,0.0
RE1,DEMCOMHEBIO,2045,0.0
RE1,DEMCOMHEBIO,2046,0.0
RE1,DEMCOMHEBIO,2047,0.0
RE1,DEMCOMHEBIO,2048,0.0
RE1,DEMCOMHEBIO,2049,0.0
RE1,DEMCOMHEEL,2049,0.0
RE1,DEMCOMHEEL,2050,0.0
RE1,DEMCOMHEEL,2051,0.0
RE1,DEMCOMHEEL,2052,0.0
RE1,DEMCOMHEEL,2053,0.0
RE1,DEMCOMHEEL,2054,0.0
RE1,DEMCOMHEEL,2055,0.0
RE1,DEMCOMHEEL,2056,0.0
RE1,DEMCOMHEEL,2057,0.0
RE1,DEMCOMHEEL,2058,0.0
RE1,DEMCOMHEEL,2059,0.0
RE1,DEMCOMHEEL,2060,0.0
RE1,DEMCOMHEEL,2061,0.0
RE1,DEMCOMHEEL,2062,0.0001
RE1,DEMCOMHEEL,2063,0.0001
RE1,DEMCOMHEEL,2064,0.0001
RE1,DEMCOMHEEL,2065,0.0001
RE1,DEMCOMHEEL,2066,0.0001
RE1,DEMCOMHEEL,2067,0.0001
RE1,DEMCOMHEEL,2068,0.0001
RE1,DEMCOMHEEL,2069,0.0001
RE1,DEMCOMHEEL,2070,0.0001
RE1,BSTOPMCY,2015,7.3704
RE1,BSTOPMCY,2016,1.2425
RE1,BSTOPMCY,2017,11.8646
RE1,BSTOPMCY,2018,6.452
RE1,BSTOPMCY,2019,5.9877
RE1,BSTOPMCY,2020,9.024
RE1,BSTOPMCY,2040,2936096.7
RE1,BSTOPMCY,2041,6323334.2
RE1,BSTOPMCY,2042,2012781.0
RE1,BSTOPMCY,2043,5484440.7
RE1,BSTOPMCY,2044,17399480.0
RE1,BSTOPMCY,2045,20171889.0
RE1,BSTOPMCY,2046,26587736.0
RE1,BSTOPMCY,2047,37073189.0
RE1,BSTOPMCY,2048,26373787.0
RE1,BSTOPMCY,2049,42529227.0
RE1,BSTOPMCY,2050,47781050.0
RE1,BSTOPMCY,2051,43338654.0
RE1,BSTOPMCY,2052,49910631.0
RE1,BSTOPMCY,2053,39893588.0
RE1,BSTOPMCY,2054,39136486.0
RE1,BSTOPMCY,2055,42974452.0
RE1,BSTOPMCY,2056,37990406.0
RE1,BSTOPMCY,2057,49740356.0
RE1,BSTOPMCY,2058,36549723.0
RE1,BSTOPMCY,2059,28762088.0
RE1,BSTOPMCY,2060,35326298.0
RE1,BSTOPMCY,2061,26628586.0
RE1,BSTOPMCY,2062,23899973.0
RE1,BSTOPMCY,2063,22982965.0
RE1,BSTOPMCY,2064,37132018.0
RE1,BSTOPMCY,2065,37583786.0
RE1,BSTOPMCY,2066,26779766.0
RE1,BSTOPMCY,2067,26655948.0
RE1,BSTOPMCY,2068,42454785.0
RE1,BSTOPMCY,2069,22288773.0
RE1,BSTOPCAR,2039,2112853.9
RE1,BSTOPCAR,2040,2442284.0
RE1,BSTOPCAR,2041,9176927.1
RE1,BSTOPCAR,2042,20927197.0
RE1,BSTOPCAR,2043,25440201.0
RE1,BSTOPCAR,2044,8231279.4
RE1,BSTOPCAR,2045,25542660.0
RE1,BSTOPCAR,2046,22489944.0
RE1,BSTOPCAR,2047,27386713.0
RE1,BSTOPCAR,2048,40201532.0
RE1,BSTOPCAR,2049,47287694.0
RE1,BSTOPCAR,2050,31443114.0
RE1,BSTOPCAR,2051,49102601.0
RE1,BSTOPCAR,2052,30875212.0
RE1,BSTOPCAR,2053,50731799.0
RE1,BSTOPCAR,2054,50540107.0
RE1,BSTOPCAR,2055,45724328.0
RE1,BSTOPCAR,2056,49375213.0
RE1,BSTOPCAR,2057,33871521.0
RE1,BSTOPCAR,2058,34761641.0
RE1,BSTOPCAR,2059,41470203.0
RE1,BSTOPCAR,2060,33802948.0
RE1,BSTOPCAR,2061,41522340.0
RE1,BSTOPCAR,2062,43263037.0
RE1,BSTOPCAR,2063,43182074.0
RE1,BSTOPCAR,2064,28024431.0
RE1,BSTOPCAR,2065,26552944.0
RE1,BSTOPCAR,2066,36325517.0
RE1,BSTOPCAR,2067,35405563.0
RE1,BSTOPCAR,2068,18550012.0
RE1,BSTOPCAR,2069,37645764.0
RE1,BSTOPBUS,2039,2176531.9
RE1,BSTOPBUS,2040,6711857.4
RE1,BSTOPBUS,2041,3999110.6
RE1,BSTOPBUS,2042,4824646.6
RE1,BSTOPBUS,2043,5667499.7
RE1,BSTOPBUS,2044,20615068.0
RE1,BSTOPBUS,2045,11888528.0
RE1,BSTOPBUS,2046,22237537.0
RE1,BSTOPBUS,2047,23003278.0
RE1,BSTOPBUS,2048,37878547.0
RE1,BSTOPBUS,2049,38689932.0
RE1,BSTOPBUS,2050,39524338.0
RE1,BSTOPBUS,2051,26028109.0
RE1,BSTOPBUS,2052,37400162.0
RE1,BSTOPBUS,2053,27272135.0
RE1,BSTOPBUS,2054,27926394.0
RE1,BSTOPBUS,2055,28602725.0
RE1,BSTOPBUS,2056,29626529.0
RE1,BSTOPBUS,2057,33062013.0
RE1,BSTOPBUS,2058,45034487.0
RE1,BSTOPBUS,2059,45774635.0
RE1,BSTOPBUS,2060,46526900.0
RE1,BSTOPBUS,2061,47134160.0
RE1,BSTOPBUS,2062,47749314.0
RE1,BSTOPBUS,2063,48372530.0
RE1,BSTOPBUS,2064,49003924.0
RE1,BSTOPBUS,2065,49643663.0
RE1,BSTOPBUS,2066,50291867.0
RE1,BSTOPBUS,2067,50948674.0
RE1,BSTOPBUS,2068,51614218.0
RE1,BSTOPBUS,2069,52288665.0
RE1,BSTOPBUS,2070,33888800.0
RE1,TEC087,2015,0.0004
RE1,TEC087,2016,0.0003
RE1,TEC087,2017,0.0004
RE1,TEC087,2018,0.0003
RE1,TEC087,2019,0.0002
RE1,TEC087,2020,0.0001
RE1,TEC087,2021,0.0006
RE1,TEC087,2022,0.0009
RE1,TEC087,2023,0.0009
RE1,TEC087,2024,0.0011
RE1,TEC087,2025,0.0023
RE1,TEC087,2026,0.0025
RE1,TEC087,2027,0.003
RE1,TEC087,2028,0.0033
RE1,TEC087,2029,0.0048
RE1,TEC087,2030,0.0049
RE1,TEC087,2031,0.005
RE1,TEC087,2032,0.0054
RE1,TEC087,2033,0.0061
RE1,TEC087,2034,0.0064
RE1,TEC087,2035,0.0082
RE1,TEC087,2036,0.0089
RE1,TEC087,2037,0.0094
RE1,TEC087,2038,0.0099
RE1,TEC087,2039,0.0105
RE1,TEC087,2040,0.0111
RE1,TEC087,2041,0.0115
RE1,TEC087,2042,0.0114
RE1,TEC087,2043,0.0114
RE1,TEC087,2044,0.0108
RE1,TEC087,2045,0.0104
RE1,TEC087,2046,0.0104
RE1,TEC087,2047,0.0108
RE1,TEC087,2048,0.0113
RE1,TEC087,2049,0.0118
RE1,TEC087,2050,0.0157
RE1,TEC087,2051,0.0161
RE1,TEC087,2052,0.0165
RE1,TEC087,2053,0.0169
RE1,TEC087,2054,0.0173
RE1,TEC087,2055,0.0178
RE1,TEC087,2056,0.0182
RE1,TEC087,2057,0.0187
RE1,TEC087,2058,0.0192
RE1,TEC087,2059,0.0197
RE1,TEC087,2060,0.0202
RE1,TEC087,2061,0.0206
RE1,TEC087,2062,0.0209
RE1,TEC087,2063,0.0213
RE1,TEC087,2064,0.0217
RE1,TEC087,2065,0.0221
RE1,TEC087,2066,0.0226
RE1,TEC087,2067,0.023
RE1,TEC087,2068,0.0234
RE1,TEC087,2069,0.0239
RE1,TEC087,2070,0.031
