r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,INDENEFFDP,1,2044,63.3897
RE1,INDENEFFDP,1,2045,67.3539
RE1,INDENEFFDP,1,2046,71.2547
RE1,INDENEFFDP,1,2047,75.396
RE1,INDENEFFDP,1,2048,79.792
RE1,INDENEFFDP,1,2049,84.4576
RE1,INDENEFFDP,1,2050,89.4088
RE1,INDENEFFDP,1,2051,92.4846
RE1,INDENEFFDP,1,2052,95.6659
RE1,INDENEFFDP,1,2053,98.9564
RE1,INDENEFFDP,1,2054,102.3596
RE1,INDENEFFDP,1,2055,105.8796
RE1,INDENEFFDP,1,2056,109.5203
RE1,INDENEFFDP,1,2057,113.2858
RE1,INDENEFFDP,1,2058,117.1805
RE1,INDENEFFDP,1,2059,121.2089
RE1,INDENEFFDP,1,2060,125.3756
RE1,INDENEFFDP,1,2061,128.3596
RE1,INDENEFFDP,1,2062,131.4145
RE1,INDENEFFDP,1,2063,134.5422
RE1,INDENEFFDP,1,2064,137.7445
RE1,INDENEFFDP,1,2065,141.0233
RE1,INDENEFFDP,1,2066,144.3805
RE1,INDENEFFDP,1,2067,147.818
RE1,INDENEFFDP,1,2068,151.3378
RE1,INDENEFFDP,1,2069,154.9421
RE1,INDENEFFDP,1,2070,158.6328
RE1,DEMINDHEEH,1,2021,0.2949
RE1,DEMINDHEEH,1,2024,0.2949
RE1,DEMINDHEEH,1,2049,15.5773
RE1,DEMINDHEEH,1,2050,20.7779
RE1,DEMINDHEEH,1,2051,21.1199
RE1,DEMINDHEEH,1,2052,21.4675
RE1,DEMINDHEEH,1,2053,21.8207
RE1,DEMINDHEEH,1,2054,22.1796
RE1,DEMINDHEEH,1,2055,22.5444
RE1,DEMINDHEEH,1,2056,22.915
RE1,DEMINDHEEH,1,2057,23.2918
RE1,DEMINDHEEH,1,2058,23.6746
RE1,DEMINDHEEH,1,2059,24.0637
RE1,DEMINDHEEH,1,2060,24.4592
RE1,DEMINDHEEH,1,2061,24.7784
RE1,DEMINDHEEH,1,2062,25.1018
RE1,DEMINDHEEH,1,2063,25.4294
RE1,DEMINDHEEH,1,2064,25.7613
RE1,DEMINDHEEH,1,2065,26.0977
RE1,DEMINDHEEH,1,2066,26.4384
RE1,DEMINDHEEH,1,2067,26.7837
RE1,DEMINDHEEH,1,2068,27.1336
RE1,DEMINDHEEH,1,2069,27.4881
RE1,DEMINDHEEH,1,2070,27.8474
RE1,DEMINDHEEL,1,2049,6.1454
RE1,DEMINDHEEL,1,2050,13.9426
RE1,DEMINDHEEL,1,2051,13.8113
RE1,DEMINDHEEL,1,2052,13.6812
RE1,DEMINDHEEL,1,2053,13.5523
RE1,DEMINDHEEL,1,2054,13.4246
RE1,DEMINDHEEL,1,2055,13.298
RE1,DEMINDHEEL,1,2056,13.1726
RE1,DEMINDHEEL,1,2057,13.0483
RE1,DEMINDHEEL,1,2058,12.9252
RE1,DEMINDHEEL,1,2059,12.8032
RE1,DEMINDHEEL,1,2060,12.6823
RE1,DEMINDHEEL,1,2061,12.5581
RE1,DEMINDHEEL,1,2062,12.4351
RE1,DEMINDHEEL,1,2063,12.3133
RE1,DEMINDHEEL,1,2064,12.1927
RE1,DEMINDHEEL,1,2065,12.0733
RE1,DEMINDHEEL,1,2066,11.955
RE1,DEMINDHEEL,1,2067,11.838
RE1,DEMINDHEEL,1,2068,11.7222
RE1,DEMINDHEEL,1,2069,11.6075
RE1,DEMINDHEEL,1,2070,11.4941
RE1,DEMINDHECOA,1,2015,6.5637
RE1,DEMINDHECOA,1,2016,6.9151
RE1,DEMINDHECOA,1,2017,7.2854
RE1,DEMINDHECOA,1,2018,7.6755
RE1,DEMINDHECOA,1,2019,8.0864
RE1,DEMINDHECOA,1,2020,8.5194
RE1,DEMINDHECOA,1,2021,8.5513
RE1,DEMINDHECOA,1,2022,8.5708
RE1,DEMINDHECOA,1,2023,8.5771
RE1,DEMINDHECOA,1,2024,8.5698
RE1,DEMINDHECOA,1,2025,9.7039
RE1,DEMINDHECOA,1,2026,10.6284
RE1,DEMINDHECOA,1,2027,8.4419
RE1,DEMINDHECOA,1,2028,8.3647
RE1,DEMINDHECOA,1,2029,8.2703
RE1,DEMINDHECOA,1,2030,8.1577
RE1,DEMINDHECOA,1,2031,7.8689
RE1,DEMINDHECOA,1,2032,7.5795
RE1,DEMINDHECOA,1,2033,7.2866
RE1,DEMINDHECOA,1,2034,10.2035
RE1,DEMINDHECOA,1,2035,13.9702
RE1,DEMINDHECOA,1,2036,14.4456
RE1,DEMINDHECOA,1,2037,14.9345
RE1,DEMINDHECOA,1,2042,3.4468
RE1,DEMINDHECOA,1,2043,15.2497
RE1,DEMINDHECOA,1,2044,15.7789
RE1,DEMINDHECOA,1,2045,15.1437
RE1,DEMINDHECOA,1,2046,13.6949
RE1,DEMINDHECOA,1,2047,11.5299
RE1,DEMINDHECOA,1,2048,8.5778
RE1,DEMINDHECOA,1,2049,4.762
RE1,DEMINDHEOIL,1,2015,0.0
RE1,DEMINDHEOIL,1,2016,0.0
RE1,DEMINDHEOIL,1,2017,0.0
RE1,DEMINDHEOIL,1,2019,0.0
RE1,DEMINDHEOIL,1,2021,0.0
RE1,DEMINDHEOIL,1,2022,0.6122
RE1,DEMINDHEOIL,1,2023,0.953
RE1,DEMINDHEOIL,1,2024,1.0236
RE1,DEMINDHEOIL,1,2025,0.5539
RE1,DEMINDHEOIL,1,2027,2.5693
RE1,DEMINDHEOIL,1,2028,3.0417
RE1,DEMINDHEOIL,1,2029,3.5444
RE1,DEMINDHEOIL,1,2030,4.0788
RE1,DEMINDHEOIL,1,2031,4.5557
RE1,DEMINDHEOIL,1,2032,5.053
RE1,DEMINDHEOIL,1,2033,5.5721
RE1,DEMINDHEOIL,1,2034,2.899
RE1,DEMINDHEOIL,1,2038,15.4374
RE1,DEMINDHEOIL,1,2039,15.955
RE1,DEMINDHEOIL,1,2040,16.4879
RE1,DEMINDHEOIL,1,2041,16.9131
RE1,DEMINDHEOIL,1,2042,13.9003
RE1,DEMINDHEOIL,1,2043,2.5405
RE1,DEMINDHEOIL,1,2044,2.4638
RE1,DEMINDHEOIL,1,2045,3.5614
RE1,DEMINDHEOIL,1,2046,5.4008
RE1,DEMINDHEOIL,1,2047,7.9683
RE1,DEMINDHEOIL,1,2048,11.335
RE1,DEMINDHEBIO,1,2015,1.1391
RE1,DEMINDHEBIO,1,2016,1.1391
RE1,DEMINDHEBIO,1,2017,4.3426
RE1,DEMINDHEBIO,1,2018,7.5461
RE1,DEMINDHEBIO,1,2019,10.7496
RE1,DEMINDHEBIO,1,2020,13.9531
RE1,DEMINDHEBIO,1,2021,14.1297
RE1,DEMINDHEBIO,1,2022,14.3045
RE1,DEMINDHEBIO,1,2023,14.4779
RE1,DEMINDHEBIO,1,2024,14.65
RE1,DEMINDHEBIO,1,2025,14.8212
RE1,DEMINDHEBIO,1,2026,14.9767
RE1,DEMINDHEBIO,1,2027,15.1318
RE1,DEMINDHEBIO,1,2028,15.287
RE1,DEMINDHEBIO,1,2029,15.4421
RE1,DEMINDHEBIO,1,2030,15.5975
RE1,DEMINDHEBIO,1,2031,15.3127
RE1,DEMINDHEBIO,1,2032,15.0531
RE1,DEMINDHEBIO,1,2033,14.8151
RE1,DEMINDHEBIO,1,2034,14.5959
RE1,DEMINDHEBIO,1,2035,15.0469
RE1,DEMINDHEBIO,1,2036,15.0436
RE1,DEMINDHEBIO,1,2037,15.0375
RE1,DEMINDHEBIO,1,2038,15.0289
RE1,DEMINDHEBIO,1,2039,15.0183
RE1,DEMINDHEBIO,1,2040,15.0057
RE1,DEMINDHEBIO,1,2041,14.9308
RE1,DEMINDHEBIO,1,2042,14.8542
RE1,DEMINDHEBIO,1,2043,14.7764
RE1,DEMINDHEBIO,1,2044,14.6974
RE1,DEMINDHEBIO,1,2045,14.6176
RE1,DEMINDHEBIO,1,2046,14.4749
RE1,DEMINDHEBIO,1,2047,14.3364
RE1,DEMINDHEBIO,1,2048,14.2017
RE1,DEMINDHEBIO,1,2049,7.9251
RE1,DEMRESCKNELC,1,2021,2.0111
RE1,DEMRESCKNELC,1,2022,3.1821
RE1,DEMRESCKNELC,1,2023,2.0523
RE1,DEMRESCKNELC,1,2025,0.7973
RE1,DEMRESCKNELC,1,2026,0.5355
RE1,DEMRESCKNELC,1,2027,1.0798
RE1,DEMRESCKNELC,1,2028,1.4086
RE1,DEMRESCKNELC,1,2029,10.0498
RE1,DEMRESCKNELC,1,2030,19.2096
RE1,DEMRESCKNELC,1,2031,16.2569
RE1,DEMRESCKNELC,1,2032,13.0527
RE1,DEMRESCKNELC,1,2033,11.9763
RE1,DEMRESCKNELC,1,2034,6.7686
RE1,DEMRESCKNELC,1,2035,10.1625
RE1,DEMRESCKNELC,1,2036,10.7869
RE1,DEMRESCKNELC,1,2037,4.0724
RE1,DEMRESCKNELC,1,2045,3.7166
RE1,DEMRESCKNELC,1,2046,14.2831
RE1,DEMRESCKNELC,1,2047,31.0994
RE1,DEMRESCKNELC,1,2048,48.8143
RE1,DEMRESCKNELC,1,2049,52.2199
RE1,DEMRESCKNELC,1,2050,51.7542
RE1,DEMRESCKNELC,1,2051,51.2749
RE1,DEMRESCKNELC,1,2052,50.8001
RE1,DEMRESCKNELC,1,2053,50.3297
RE1,DEMRESCKNELC,1,2054,49.8637
RE1,DEMRESCKNELC,1,2055,49.4021
RE1,DEMRESCKNELC,1,2056,48.9449
RE1,DEMRESCKNELC,1,2057,48.4919
RE1,DEMRESCKNELC,1,2058,48.0433
RE1,DEMRESCKNELC,1,2059,47.5989
RE1,DEMRESCKNELC,1,2060,47.1589
RE1,DEMRESCKNELC,1,2061,46.7052
RE1,DEMRESCKNELC,1,2062,46.256
RE1,DEMRESCKNELC,1,2063,45.8114
RE1,DEMRESCKNELC,1,2064,45.3713
RE1,DEMRESCKNELC,1,2065,44.9358
RE1,DEMRESCKNELC,1,2066,44.5047
RE1,DEMRESCKNELC,1,2067,44.078
RE1,DEMRESCKNELC,1,2068,43.6558
RE1,DEMRESCKNELC,1,2069,43.238
RE1,DEMRESCKNELC,1,2070,42.8246
RE1,DEMRESCKNOIL,1,2015,0.0
RE1,DEMRESCKNOIL,1,2017,0.0
RE1,DEMRESCKNOIL,1,2022,0.8901
RE1,DEMRESCKNOIL,1,2023,4.1306
RE1,DEMRESCKNOIL,1,2024,8.709
RE1,DEMRESCKNOIL,1,2025,10.4433
RE1,DEMRESCKNOIL,1,2026,13.4376
RE1,DEMRESCKNOIL,1,2027,17.2361
RE1,DEMRESCKNOIL,1,2028,19.2404
RE1,DEMRESCKNOIL,1,2029,12.9769
RE1,DEMRESCKNOIL,1,2030,6.24
RE1,DEMRESCKNOIL,1,2031,10.9711
RE1,DEMRESCKNOIL,1,2032,15.9164
RE1,DEMRESCKNOIL,1,2033,20.594
RE1,DEMRESCKNOIL,1,2034,27.1565
RE1,DEMRESCKNOIL,1,2035,32.2911
RE1,DEMRESCKNOIL,1,2036,36.062
RE1,DEMRESCKNOIL,1,2037,45.6761
RE1,DEMRESCKNOIL,1,2038,52.6918
RE1,DEMRESCKNOIL,1,2039,55.6519
RE1,DEMRESCKNOIL,1,2040,55.6135
RE1,DEMRESCKNOIL,1,2041,55.3431
RE1,DEMRESCKNOIL,1,2042,55.0671
RE1,DEMRESCKNOIL,1,2043,54.7865
RE1,DEMRESCKNOIL,1,2044,54.5019
RE1,DEMRESCKNOIL,1,2045,50.4975
RE1,DEMRESCKNOIL,1,2046,39.4104
RE1,DEMRESCKNOIL,1,2047,22.0891
RE1,DEMRESCKNOIL,1,2048,3.8834
RE1,DEMRESCKNBIO,1,2015,4.3005
RE1,DEMRESCKNBIO,1,2016,4.3057
RE1,DEMRESCKNBIO,1,2017,16.1316
RE1,DEMRESCKNBIO,1,2018,27.9578
RE1,DEMRESCKNBIO,1,2019,39.7844
RE1,DEMRESCKNBIO,1,2020,51.6112
RE1,DEMRESCKNBIO,1,2021,50.2565
RE1,DEMRESCKNBIO,1,2022,48.8454
RE1,DEMRESCKNBIO,1,2023,47.3794
RE1,DEMRESCKNBIO,1,2024,45.4939
RE1,DEMRESCKNBIO,1,2025,43.5996
RE1,DEMRESCKNBIO,1,2026,41.4461
RE1,DEMRESCKNBIO,1,2027,37.6816
RE1,DEMRESCKNBIO,1,2028,35.9267
RE1,DEMRESCKNBIO,1,2029,34.1276
RE1,DEMRESCKNBIO,1,2030,32.2844
RE1,DEMRESCKNBIO,1,2031,29.4576
RE1,DEMRESCKNBIO,1,2032,26.7617
RE1,DEMRESCKNBIO,1,2033,22.2859
RE1,DEMRESCKNBIO,1,2034,20.1258
RE1,DEMRESCKNBIO,1,2035,13.2744
RE1,DEMRESCKNBIO,1,2036,8.8737
RE1,DEMRESCKNBIO,1,2037,5.959
RE1,DEMRESCKNBIO,1,2038,2.9917
RE1,DEMRESHEBIO,1,2015,1.8431
RE1,DEMRESHEBIO,1,2016,1.8453
RE1,DEMRESHEBIO,1,2017,6.9136
RE1,DEMRESHEBIO,1,2018,11.9819
RE1,DEMRESHEBIO,1,2019,17.0504
RE1,DEMRESHEBIO,1,2020,22.1191
RE1,DEMRESHEBIO,1,2021,22.4004
RE1,DEMRESHEBIO,1,2022,22.679
RE1,DEMRESHEBIO,1,2023,22.9553
RE1,DEMRESHEBIO,1,2024,23.2298
RE1,DEMRESHEBIO,1,2025,23.5029
RE1,DEMRESHEBIO,1,2026,23.7511
RE1,DEMRESHEBIO,1,2027,23.9989
RE1,DEMRESHEBIO,1,2028,24.2467
RE1,DEMRESHEBIO,1,2029,24.4947
RE1,DEMRESHEBIO,1,2030,24.7431
RE1,DEMRESHEBIO,1,2031,24.2938
RE1,DEMRESHEBIO,1,2032,23.8846
RE1,DEMRESHEBIO,1,2033,23.5098
RE1,DEMRESHEBIO,1,2034,23.1647
RE1,DEMRESHEBIO,1,2035,23.8834
RE1,DEMRESHEBIO,1,2036,23.8812
RE1,DEMRESHEBIO,1,2037,23.8746
RE1,DEMRESHEBIO,1,2038,23.8643
RE1,DEMRESHEBIO,1,2039,23.712
RE1,DEMRESHEBIO,1,2040,9.8898
RE1,DEMRESHEBIO,1,2044,13.7128
RE1,DEMRESHEBIO,1,2045,23.2346
RE1,DEMRESHEBIO,1,2046,22.8381
RE1,DEMRESHEBIO,1,2047,13.3657
RE1,DEMRESHEBIO,1,2048,4.1345
RE1,DEMRESHEBIO,1,2049,1.1438
RE1,DEMRESHEOIL,1,2039,0.1388
RE1,DEMRESHEOIL,1,2040,13.9446
RE1,DEMRESHEOIL,1,2041,23.7185
RE1,DEMRESHEOIL,1,2042,23.6002
RE1,DEMRESHEOIL,1,2043,23.4799
RE1,DEMRESHEOIL,1,2044,9.6451
RE1,DEMRESHEOIL,1,2046,0.1734
RE1,DEMRESHEOIL,1,2047,9.4293
RE1,DEMRESHEOIL,1,2048,18.4502
RE1,DEMRESHEOIL,1,2049,19.3997
RE1,DEMRESHEEL,1,2049,1.8365
RE1,DEMRESHEEL,1,2050,22.1804
RE1,DEMRESHEEL,1,2051,21.9749
RE1,DEMRESHEEL,1,2052,21.7715
RE1,DEMRESHEEL,1,2053,21.5699
RE1,DEMRESHEEL,1,2054,21.3702
RE1,DEMRESHEEL,1,2055,21.1723
RE1,DEMRESHEEL,1,2056,20.9764
RE1,DEMRESHEEL,1,2057,20.7823
RE1,DEMRESHEEL,1,2058,20.59
RE1,DEMRESHEEL,1,2059,20.3995
RE1,DEMRESHEEL,1,2060,20.2109
RE1,DEMRESHEEL,1,2061,20.0165
RE1,DEMRESHEEL,1,2062,19.824
RE1,DEMRESHEEL,1,2063,19.6335
RE1,DEMRESHEEL,1,2064,19.4449
RE1,DEMRESHEEL,1,2065,19.2582
RE1,DEMRESHEEL,1,2066,19.0734
RE1,DEMRESHEEL,1,2067,18.8906
RE1,DEMRESHEEL,1,2068,18.7096
RE1,DEMRESHEEL,1,2069,18.5306
RE1,DEMRESHEEL,1,2070,18.3534
RE1,DEMCOMHEOIL,1,2040,0.2124
RE1,DEMCOMHEOIL,1,2041,0.3375
RE1,DEMCOMHEOIL,1,2042,0.3462
RE1,DEMCOMHEOIL,1,2043,0.355
RE1,DEMCOMHEOIL,1,2044,0.1891
RE1,DEMCOMHEOIL,1,2046,0.0639
RE1,DEMCOMHEOIL,1,2047,0.1331
RE1,DEMCOMHEOIL,1,2048,0.2663
RE1,DEMCOMHEOIL,1,2049,0.2663
RE1,DEMCOMHEBIO,1,2015,0.131
RE1,DEMCOMHEBIO,1,2016,0.138
RE1,DEMCOMHEBIO,1,2017,0.1454
RE1,DEMCOMHEBIO,1,2018,0.1532
RE1,DEMCOMHEBIO,1,2019,0.1614
RE1,DEMCOMHEBIO,1,2020,0.17
RE1,DEMCOMHEBIO,1,2021,0.1765
RE1,DEMCOMHEBIO,1,2022,0.1833
RE1,DEMCOMHEBIO,1,2023,0.1902
RE1,DEMCOMHEBIO,1,2024,0.1973
RE1,DEMCOMHEBIO,1,2025,0.2047
RE1,DEMCOMHEBIO,1,2026,0.2121
RE1,DEMCOMHEBIO,1,2027,0.2197
RE1,DEMCOMHEBIO,1,2028,0.2276
RE1,DEMCOMHEBIO,1,2029,0.2358
RE1,DEMCOMHEBIO,1,2030,0.2442
RE1,DEMCOMHEBIO,1,2031,0.248
RE1,DEMCOMHEBIO,1,2032,0.2521
RE1,DEMCOMHEBIO,1,2033,0.2566
RE1,DEMCOMHEBIO,1,2034,0.2615
RE1,DEMCOMHEBIO,1,2035,0.2788
RE1,DEMCOMHEBIO,1,2036,0.2883
RE1,DEMCOMHEBIO,1,2037,0.298
RE1,DEMCOMHEBIO,1,2038,0.3081
RE1,DEMCOMHEBIO,1,2039,0.3184
RE1,DEMCOMHEBIO,1,2040,0.1166
RE1,DEMCOMHEBIO,1,2044,0.175
RE1,DEMCOMHEBIO,1,2045,0.3733
RE1,DEMCOMHEBIO,1,2046,0.3172
RE1,DEMCOMHEBIO,1,2047,0.256
RE1,DEMCOMHEBIO,1,2048,0.1311
RE1,DEMCOMHEBIO,1,2049,0.0814
RE1,DEMCOMHEEL,1,2049,0.0582
RE1,DEMCOMHEEL,1,2050,0.4147
RE1,DEMCOMHEEL,1,2051,0.4215
RE1,DEMCOMHEEL,1,2052,0.4284
RE1,DEMCOMHEEL,1,2053,0.4355
RE1,DEMCOMHEEL,1,2054,0.4426
RE1,DEMCOMHEEL,1,2055,0.4499
RE1,DEMCOMHEEL,1,2056,0.4573
RE1,DEMCOMHEEL,1,2057,0.4648
RE1,DEMCOMHEEL,1,2058,0.4725
RE1,DEMCOMHEEL,1,2059,0.4802
RE1,DEMCOMHEEL,1,2060,0.4881
RE1,DEMCOMHEEL,1,2061,0.4945
RE1,DEMCOMHEEL,1,2062,0.501
RE1,DEMCOMHEEL,1,2063,0.5075
RE1,DEMCOMHEEL,1,2064,0.5141
RE1,DEMCOMHEEL,1,2065,0.5208
RE1,DEMCOMHEEL,1,2066,0.5276
RE1,DEMCOMHEEL,1,2067,0.5345
RE1,DEMCOMHEEL,1,2068,0.5415
RE1,DEMCOMHEEL,1,2069,0.5486
RE1,DEMCOMHEEL,1,2070,0.5558
RE1,BSTOPMCY,1,2015,0.0
RE1,BSTOPMCY,1,2016,0.0
RE1,BSTOPMCY,1,2017,0.0
RE1,BSTOPMCY,1,2018,0.0
RE1,BSTOPMCY,1,2019,0.0
RE1,BSTOPMCY,1,2020,0.0
RE1,BSTOPMCY,1,2040,2.9361
RE1,BSTOPMCY,1,2041,6.3233
RE1,BSTOPMCY,1,2042,2.0128
RE1,BSTOPMCY,1,2043,5.4844
RE1,BSTOPMCY,1,2044,17.3995
RE1,BSTOPMCY,1,2045,20.1719
RE1,BSTOPMCY,1,2046,26.5878
RE1,BSTOPMCY,1,2047,37.0732
RE1,BSTOPMCY,1,2048,26.3738
RE1,BSTOPMCY,1,2049,42.5293
RE1,BSTOPMCY,1,2050,47.7811
RE1,BSTOPMCY,1,2051,43.3387
RE1,BSTOPMCY,1,2052,49.9107
RE1,BSTOPMCY,1,2053,39.8936
RE1,BSTOPMCY,1,2054,39.1365
RE1,BSTOPMCY,1,2055,42.9745
RE1,BSTOPMCY,1,2056,37.9904
RE1,BSTOPMCY,1,2057,49.7404
RE1,BSTOPMCY,1,2058,36.5498
RE1,BSTOPMCY,1,2059,28.7621
RE1,BSTOPMCY,1,2060,35.3263
RE1,BSTOPMCY,1,2061,26.6286
RE1,BSTOPMCY,1,2062,23.9
RE1,BSTOPMCY,1,2063,22.983
RE1,BSTOPMCY,1,2064,37.1321
RE1,BSTOPMCY,1,2065,37.5838
RE1,BSTOPMCY,1,2066,26.7798
RE1,BSTOPMCY,1,2067,26.656
RE1,BSTOPMCY,1,2068,42.4548
RE1,BSTOPMCY,1,2069,22.2888
RE1,BSTOPCAR,1,2039,2.1129
RE1,BSTOPCAR,1,2040,2.4423
RE1,BSTOPCAR,1,2041,9.1769
RE1,BSTOPCAR,1,2042,20.9272
RE1,BSTOPCAR,1,2043,25.4402
RE1,BSTOPCAR,1,2044,8.2313
RE1,BSTOPCAR,1,2045,25.5427
RE1,BSTOPCAR,1,2046,22.49
RE1,BSTOPCAR,1,2047,27.3867
RE1,BSTOPCAR,1,2048,40.2016
RE1,BSTOPCAR,1,2049,47.2877
RE1,BSTOPCAR,1,2050,31.4431
RE1,BSTOPCAR,1,2051,49.1026
RE1,BSTOPCAR,1,2052,30.8752
RE1,BSTOPCAR,1,2053,50.7318
RE1,BSTOPCAR,1,2054,50.5402
RE1,BSTOPCAR,1,2055,45.7244
RE1,BSTOPCAR,1,2056,49.3753
RE1,BSTOPCAR,1,2057,33.8716
RE1,BSTOPCAR,1,2058,34.7617
RE1,BSTOPCAR,1,2059,41.4702
RE1,BSTOPCAR,1,2060,33.803
RE1,BSTOPCAR,1,2061,41.5224
RE1,BSTOPCAR,1,2062,43.2631
RE1,BSTOPCAR,1,2063,43.1821
RE1,BSTOPCAR,1,2064,28.0245
RE1,BSTOPCAR,1,2065,26.553
RE1,BSTOPCAR,1,2066,36.3256
RE1,BSTOPCAR,1,2067,35.4056
RE1,BSTOPCAR,1,2068,18.55
RE1,BSTOPCAR,1,2069,37.6458
RE1,BSTOPBUS,1,2039,2.1765
RE1,BSTOPBUS,1,2040,6.7119
RE1,BSTOPBUS,1,2041,3.9991
RE1,BSTOPBUS,1,2042,4.8247
RE1,BSTOPBUS,1,2043,5.6675
RE1,BSTOPBUS,1,2044,20.6151
RE1,BSTOPBUS,1,2045,11.8885
RE1,BSTOPBUS,1,2046,22.2376
RE1,BSTOPBUS,1,2047,23.0033
RE1,BSTOPBUS,1,2048,37.8786
RE1,BSTOPBUS,1,2049,38.69
RE1,BSTOPBUS,1,2050,39.5244
RE1,BSTOPBUS,1,2051,26.0281
RE1,BSTOPBUS,1,2052,37.4002
RE1,BSTOPBUS,1,2053,27.2722
RE1,BSTOPBUS,1,2054,27.9264
RE1,BSTOPBUS,1,2055,28.6028
RE1,BSTOPBUS,1,2056,29.6266
RE1,BSTOPBUS,1,2057,33.062
RE1,BSTOPBUS,1,2058,45.0345
RE1,BSTOPBUS,1,2059,45.7747
RE1,BSTOPBUS,1,2060,46.5269
RE1,BSTOPBUS,1,2061,47.1342
RE1,BSTOPBUS,1,2062,47.7494
RE1,BSTOPBUS,1,2063,48.3726
RE1,BSTOPBUS,1,2064,49.004
RE1,BSTOPBUS,1,2065,49.6437
RE1,BSTOPBUS,1,2066,50.2919
RE1,BSTOPBUS,1,2067,50.9487
RE1,BSTOPBUS,1,2068,51.6143
RE1,BSTOPBUS,1,2069,52.2887
RE1,BSTOPBUS,1,2070,33.8888
RE1,TEC087,1,2015,3.7453
RE1,TEC087,1,2016,3.3297
RE1,TEC087,1,2017,4.4124
RE1,TEC087,1,2018,3.0363
RE1,TEC087,1,2019,2.4647
RE1,TEC087,1,2020,1.2953
RE1,TEC087,1,2021,5.688
RE1,TEC087,1,2022,8.5816
RE1,TEC087,1,2023,8.7281
RE1,TEC087,1,2024,10.805
RE1,TEC087,1,2025,23.1681
RE1,TEC087,1,2026,25.0632
RE1,TEC087,1,2027,29.8209
RE1,TEC087,1,2028,32.7715
RE1,TEC087,1,2029,48.0454
RE1,TEC087,1,2030,49.4132
RE1,TEC087,1,2031,50.4566
RE1,TEC087,1,2032,54.2024
RE1,TEC087,1,2033,61.294
RE1,TEC087,1,2034,63.727
RE1,TEC087,1,2035,81.5442
RE1,TEC087,1,2036,89.1613
RE1,TEC087,1,2037,94.1027
RE1,TEC087,1,2038,99.3725
RE1,TEC087,1,2039,104.9957
RE1,TEC087,1,2040,110.9988
RE1,TEC087,1,2041,114.5032
RE1,TEC087,1,2042,113.9653
RE1,TEC087,1,2043,113.6651
RE1,TEC087,1,2044,107.694
RE1,TEC087,1,2045,103.7648
RE1,TEC087,1,2046,103.9989
RE1,TEC087,1,2047,108.4226
RE1,TEC087,1,2048,113.0976
RE1,TEC087,1,2049,118.0375
RE1,TEC087,1,2050,157.0723
RE1,TEC087,1,2051,160.9843
RE1,TEC087,1,2052,165.0106
RE1,TEC087,1,2053,169.1545
RE1,TEC087,1,2054,173.4198
RE1,TEC087,1,2055,177.8103
RE1,TEC087,1,2056,182.3298
RE1,TEC087,1,2057,186.9826
RE1,TEC087,1,2058,191.773
RE1,TEC087,1,2059,196.7053
RE1,TEC087,1,2060,201.7842
RE1,TEC087,1,2061,205.5387
RE1,TEC087,1,2062,209.3713
RE1,TEC087,1,2063,213.2839
RE1,TEC087,1,2064,217.2784
RE1,TEC087,1,2065,221.3568
RE1,TEC087,1,2066,225.521
RE1,TEC087,1,2067,229.773
RE1,TEC087,1,2068,234.1148
RE1,TEC087,1,2069,238.5487
RE1,TEC087,1,2070,310.1346
