r,l,t,m,y,RateOfActivity
RE1,S107,MINBIO,1,2037,430.8013
RE1,S108,MINBIO,1,2037,430.8013
RE1,S101,MINBIO,1,2038,435.1792
RE1,S102,MINBIO,1,2038,435.1792
RE1,S103,MINBIO,1,2038,435.1792
RE1,S104,MINBIO,1,2038,435.1792
RE1,S105,MINBIO,1,2038,435.1792
RE1,S106,MINBIO,1,2038,435.1792
RE1,S107,MINBIO,1,2038,435.1792
RE1,S108,MINBIO,1,2038,435.1792
RE1,S101,MINBIO,1,2039,439.8114
RE1,S102,MINBIO,1,2039,439.8114
RE1,S103,MINBIO,1,2039,439.8114
RE1,S104,MINBIO,1,2039,439.8114
RE1,S105,MINBIO,1,2039,439.8114
RE1,S106,MINBIO,1,2039,439.8114
RE1,S107,MINBIO,1,2039,439.8114
RE1,S108,MINBIO,1,2039,439.8114
RE1,S101,MINBIO,1,2040,444.7267
RE1,S102,MINBIO,1,2040,444.7267
RE1,S103,MINBIO,1,2040,444.7267
RE1,S104,MINBIO,1,2040,444.7267
RE1,S105,MINBIO,1,2040,444.7267
RE1,S106,MINBIO,1,2040,444.7267
RE1,S107,MINBIO,1,2040,444.7267
RE1,S108,MINBIO,1,2040,444.7267
RE1,S101,MINBIO,1,2041,446.0122
RE1,S102,MINBIO,1,2041,446.0122
RE1,S103,MINBIO,1,2041,446.0122
RE1,S104,MINBIO,1,2041,446.0122
RE1,S105,MINBIO,1,2041,446.0122
RE1,S106,MINBIO,1,2041,446.0122
RE1,S107,MINBIO,1,2041,446.0122
RE1,S108,MINBIO,1,2041,446.0122
RE1,S101,MINBIO,1,2042,448.7655
RE1,S102,MINBIO,1,2042,448.7655
RE1,S103,MINBIO,1,2042,448.7655
RE1,S104,MINBIO,1,2042,448.7655
RE1,S105,MINBIO,1,2042,448.7655
RE1,S106,MINBIO,1,2042,448.7655
RE1,S107,MINBIO,1,2042,448.7655
RE1,S108,MINBIO,1,2042,448.7655
RE1,S101,MINBIO,1,2043,451.7358
RE1,S102,MINBIO,1,2043,451.7358
RE1,S103,MINBIO,1,2043,451.7358
RE1,S104,MINBIO,1,2043,451.7358
RE1,S105,MINBIO,1,2043,451.7358
RE1,S106,MINBIO,1,2043,451.7358
RE1,S107,MINBIO,1,2043,451.7358
RE1,S108,MINBIO,1,2043,451.7358
RE1,S101,MINBIO,1,2044,454.9928
RE1,S102,MINBIO,1,2044,454.9928
RE1,S103,MINBIO,1,2044,454.9928
RE1,S104,MINBIO,1,2044,454.9928
RE1,S105,MINBIO,1,2044,454.9928
RE1,S106,MINBIO,1,2044,454.9928
RE1,S107,MINBIO,1,2044,454.9928
RE1,S108,MINBIO,1,2044,454.9928
RE1,S101,MINBIO,1,2045,455.7938
RE1,S102,MINBIO,1,2045,455.7938
RE1,S103,MINBIO,1,2045,455.7938
RE1,S104,MINBIO,1,2045,455.7938
RE1,S105,MINBIO,1,2045,455.7938
RE1,S106,MINBIO,1,2045,455.7938
RE1,S107,MINBIO,1,2045,455.7938
RE1,S108,MINBIO,1,2045,449.1479
RE1,S101,MINBIO,1,2046,448.9615
RE1,S102,MINBIO,1,2046,448.9615
RE1,S103,MINBIO,1,2046,448.9615
RE1,S104,MINBIO,1,2046,448.9615
RE1,S105,MINBIO,1,2046,448.9615
RE1,S106,MINBIO,1,2046,448.9615
RE1,S107,MINBIO,1,2046,448.9615
RE1,S108,MINBIO,1,2046,447.3878
RE1,S101,MINBIO,1,2047,458.7248
RE1,S102,MINBIO,1,2047,458.7248
RE1,S103,MINBIO,1,2047,458.7248
RE1,S104,MINBIO,1,2047,458.7248
RE1,S105,MINBIO,1,2047,458.7248
RE1,S106,MINBIO,1,2047,458.7248
RE1,S107,MINBIO,1,2047,458.7248
RE1,S108,MINBIO,1,2047,448.817
RE1,S101,MINBIO,1,2048,461.0124
RE1,S102,MINBIO,1,2048,461.0124
RE1,S103,MINBIO,1,2048,461.0124
RE1,S104,MINBIO,1,2048,461.0124
RE1,S105,MINBIO,1,2048,461.0124
RE1,S106,MINBIO,1,2048,461.0124
RE1,S107,MINBIO,1,2048,461.0124
RE1,S108,MINBIO,1,2048,449.3332
RE1,S101,MINBIO,1,2049,463.6867
RE1,S102,MINBIO,1,2049,463.6867
RE1,S103,MINBIO,1,2049,463.6867
RE1,S104,MINBIO,1,2049,463.6867
RE1,S105,MINBIO,1,2049,463.6867
RE1,S106,MINBIO,1,2049,463.6867
RE1,S107,MINBIO,1,2049,463.6867
RE1,S108,MINBIO,1,2049,450.1359
RE1,S101,MINBIO,1,2050,508.504
RE1,S102,MINBIO,1,2050,508.504
RE1,S103,MINBIO,1,2050,508.504
RE1,S104,MINBIO,1,2050,508.504
RE1,S105,MINBIO,1,2050,508.504
RE1,S106,MINBIO,1,2050,508.504
RE1,S107,MINBIO,1,2050,508.504
RE1,S108,MINBIO,1,2050,480.1632
RE1,S101,MINBIO,1,2051,509.6375
RE1,S102,MINBIO,1,2051,509.6375
RE1,S103,MINBIO,1,2051,509.6375
RE1,S104,MINBIO,1,2051,509.6375
RE1,S105,MINBIO,1,2051,509.6375
RE1,S106,MINBIO,1,2051,509.6375
RE1,S107,MINBIO,1,2051,509.6375
RE1,S108,MINBIO,1,2051,483.2591
RE1,S101,MINBIO,1,2052,510.3045
RE1,S102,MINBIO,1,2052,510.3045
RE1,S103,MINBIO,1,2052,510.3045
RE1,S104,MINBIO,1,2052,510.3045
RE1,S105,MINBIO,1,2052,510.3045
RE1,S106,MINBIO,1,2052,510.3045
RE1,S107,MINBIO,1,2052,510.3045
RE1,S108,MINBIO,1,2052,489.9256
RE1,S101,MINBIO,1,2053,511.1559
RE1,S102,MINBIO,1,2053,511.1559
RE1,S103,MINBIO,1,2053,511.1559
RE1,S104,MINBIO,1,2053,511.1559
RE1,S105,MINBIO,1,2053,511.1559
RE1,S106,MINBIO,1,2053,511.1559
RE1,S107,MINBIO,1,2053,511.1559
RE1,S108,MINBIO,1,2053,496.9484
RE1,S101,MINBIO,1,2054,512.1686
RE1,S102,MINBIO,1,2054,512.1686
RE1,S103,MINBIO,1,2054,512.1686
RE1,S104,MINBIO,1,2054,512.1686
RE1,S105,MINBIO,1,2054,512.1686
RE1,S106,MINBIO,1,2054,512.1686
RE1,S107,MINBIO,1,2054,512.1686
RE1,S108,MINBIO,1,2054,504.1382
RE1,S101,MINBIO,1,2055,515.5312
RE1,S102,MINBIO,1,2055,515.5312
RE1,S103,MINBIO,1,2055,515.5312
RE1,S104,MINBIO,1,2055,515.5312
RE1,S105,MINBIO,1,2055,515.5312
RE1,S106,MINBIO,1,2055,515.5312
RE1,S107,MINBIO,1,2055,515.5312
RE1,S108,MINBIO,1,2055,496.207
RE1,S101,MINBIO,1,2056,516.8598
RE1,S102,MINBIO,1,2056,516.8598
RE1,S103,MINBIO,1,2056,516.8598
RE1,S104,MINBIO,1,2056,516.8598
RE1,S105,MINBIO,1,2056,516.8598
RE1,S106,MINBIO,1,2056,516.8598
RE1,S107,MINBIO,1,2056,516.8598
RE1,S108,MINBIO,1,2056,503.8763
RE1,S101,MINBIO,1,2057,519.2278
RE1,S102,MINBIO,1,2057,519.2278
RE1,S103,MINBIO,1,2057,519.2278
RE1,S104,MINBIO,1,2057,519.2278
RE1,S105,MINBIO,1,2057,519.2278
RE1,S106,MINBIO,1,2057,519.2278
RE1,S107,MINBIO,1,2057,519.2278
RE1,S108,MINBIO,1,2057,505.6636
RE1,S101,MINBIO,1,2058,523.3949
RE1,S102,MINBIO,1,2058,523.3949
RE1,S103,MINBIO,1,2058,523.3949
RE1,S104,MINBIO,1,2058,523.3949
RE1,S105,MINBIO,1,2058,523.3949
RE1,S106,MINBIO,1,2058,523.3949
RE1,S107,MINBIO,1,2058,523.3949
RE1,S108,MINBIO,1,2058,496.341
RE1,S101,MINBIO,1,2059,527.9395
RE1,S102,MINBIO,1,2059,527.9395
RE1,S103,MINBIO,1,2059,527.9395
RE1,S104,MINBIO,1,2059,527.9395
RE1,S105,MINBIO,1,2059,527.9395
RE1,S106,MINBIO,1,2059,527.9395
RE1,S107,MINBIO,1,2059,527.9395
RE1,S108,MINBIO,1,2059,485.7969
RE1,S101,MINBIO,1,2060,531.2157
RE1,S102,MINBIO,1,2060,531.2157
RE1,S103,MINBIO,1,2060,531.2157
RE1,S104,MINBIO,1,2060,531.2157
RE1,S105,MINBIO,1,2060,531.2157
RE1,S106,MINBIO,1,2060,531.2157
RE1,S107,MINBIO,1,2060,531.2157
RE1,S108,MINBIO,1,2060,485.934
RE1,S101,MINBIO,1,2061,532.2168
RE1,S102,MINBIO,1,2061,532.2168
RE1,S103,MINBIO,1,2061,532.2168
RE1,S104,MINBIO,1,2061,532.2168
RE1,S105,MINBIO,1,2061,532.2168
RE1,S106,MINBIO,1,2061,532.2168
RE1,S107,MINBIO,1,2061,532.2168
RE1,S108,MINBIO,1,2061,489.299
RE1,S101,MINBIO,1,2062,533.6473
RE1,S102,MINBIO,1,2062,533.6473
RE1,S103,MINBIO,1,2062,533.6473
RE1,S104,MINBIO,1,2062,533.6473
RE1,S105,MINBIO,1,2062,533.6473
RE1,S106,MINBIO,1,2062,533.6473
RE1,S107,MINBIO,1,2062,533.6473
RE1,S108,MINBIO,1,2062,493.0557
RE1,S101,MINBIO,1,2063,535.1776
RE1,S102,MINBIO,1,2063,535.1776
RE1,S103,MINBIO,1,2063,535.1776
RE1,S104,MINBIO,1,2063,535.1776
RE1,S105,MINBIO,1,2063,535.1776
RE1,S106,MINBIO,1,2063,535.1776
RE1,S107,MINBIO,1,2063,535.1776
RE1,S108,MINBIO,1,2063,497.323
RE1,S101,MINBIO,1,2064,536.8439
RE1,S102,MINBIO,1,2064,536.8439
RE1,S103,MINBIO,1,2064,536.8439
RE1,S104,MINBIO,1,2064,536.8439
RE1,S105,MINBIO,1,2064,536.8439
RE1,S106,MINBIO,1,2064,536.8439
RE1,S107,MINBIO,1,2064,536.8439
RE1,S108,MINBIO,1,2064,501.717
RE1,S101,MINBIO,1,2065,539.5393
RE1,S102,MINBIO,1,2065,539.5393
RE1,S103,MINBIO,1,2065,539.5393
RE1,S104,MINBIO,1,2065,539.5393
RE1,S105,MINBIO,1,2065,539.5393
RE1,S106,MINBIO,1,2065,539.5393
RE1,S107,MINBIO,1,2065,539.5393
RE1,S108,MINBIO,1,2065,498.7024
RE1,S101,MINBIO,1,2066,541.2773
RE1,S102,MINBIO,1,2066,541.2773
RE1,S103,MINBIO,1,2066,541.2773
RE1,S104,MINBIO,1,2066,541.2773
RE1,S105,MINBIO,1,2066,541.2773
RE1,S106,MINBIO,1,2066,541.2773
RE1,S107,MINBIO,1,2066,541.2773
RE1,S108,MINBIO,1,2066,502.9187
RE1,S101,MINBIO,1,2067,546.5742
RE1,S102,MINBIO,1,2067,546.5742
RE1,S103,MINBIO,1,2067,546.5742
RE1,S104,MINBIO,1,2067,546.5742
RE1,S105,MINBIO,1,2067,546.5742
RE1,S106,MINBIO,1,2067,546.5742
RE1,S107,MINBIO,1,2067,546.5742
RE1,S108,MINBIO,1,2067,495.4182
RE1,S101,MINBIO,1,2068,549.4395
RE1,S102,MINBIO,1,2068,549.4395
RE1,S103,MINBIO,1,2068,549.4395
RE1,S104,MINBIO,1,2068,549.4395
RE1,S105,MINBIO,1,2068,549.4395
RE1,S106,MINBIO,1,2068,549.4395
RE1,S107,MINBIO,1,2068,549.4395
RE1,S108,MINBIO,1,2068,504.8017
RE1,S101,MINBIO,1,2069,547.7391
RE1,S102,MINBIO,1,2069,547.7391
RE1,S103,MINBIO,1,2069,547.7391
RE1,S104,MINBIO,1,2069,547.7391
RE1,S105,MINBIO,1,2069,547.7391
RE1,S106,MINBIO,1,2069,547.7391
RE1,S107,MINBIO,1,2069,547.7391
RE1,S108,MINBIO,1,2069,547.7391
RE1,S101,MINBIO,1,2070,545.7457
RE1,S102,MINBIO,1,2070,545.7457
RE1,S103,MINBIO,1,2070,545.7457
RE1,S104,MINBIO,1,2070,545.7457
RE1,S105,MINBIO,1,2070,545.7457
RE1,S106,MINBIO,1,2070,545.7457
RE1,S107,MINBIO,1,2070,545.7457
RE1,S108,MINBIO,1,2070,512.8984
RE1,S101,IMPCOA,1,2015,8.1033
RE1,S102,IMPCOA,1,2015,8.1033
RE1,S103,IMPCOA,1,2015,8.1033
RE1,S104,IMPCOA,1,2015,8.1033
RE1,S105,IMPCOA,1,2015,8.1033
RE1,S106,IMPCOA,1,2015,8.1033
RE1,S107,IMPCOA,1,2015,8.1033
RE1,S108,IMPCOA,1,2015,8.1033
RE1,S101,IMPCOA,1,2016,8.5372
RE1,S102,IMPCOA,1,2016,8.5372
RE1,S103,IMPCOA,1,2016,8.5372
RE1,S104,IMPCOA,1,2016,8.5372
RE1,S105,IMPCOA,1,2016,8.5372
RE1,S106,IMPCOA,1,2016,8.5372
RE1,S107,IMPCOA,1,2016,8.5372
RE1,S108,IMPCOA,1,2016,8.5372
RE1,S101,IMPCOA,1,2017,8.9943
RE1,S102,IMPCOA,1,2017,8.9943
RE1,S103,IMPCOA,1,2017,8.9943
RE1,S104,IMPCOA,1,2017,8.9943
RE1,S105,IMPCOA,1,2017,8.9943
RE1,S106,IMPCOA,1,2017,8.9943
RE1,S107,IMPCOA,1,2017,8.9943
RE1,S108,IMPCOA,1,2017,8.9943
RE1,S101,IMPCOA,1,2018,9.4759
RE1,S102,IMPCOA,1,2018,9.4759
RE1,S103,IMPCOA,1,2018,9.4759
RE1,S104,IMPCOA,1,2018,9.4759
RE1,S105,IMPCOA,1,2018,9.4759
RE1,S106,IMPCOA,1,2018,9.4759
RE1,S107,IMPCOA,1,2018,9.4759
RE1,S108,IMPCOA,1,2018,9.4759
RE1,S101,IMPCOA,1,2019,9.9832
RE1,S102,IMPCOA,1,2019,9.9832
RE1,S103,IMPCOA,1,2019,9.9832
RE1,S104,IMPCOA,1,2019,9.9832
RE1,S105,IMPCOA,1,2019,9.9832
RE1,S106,IMPCOA,1,2019,9.9832
RE1,S107,IMPCOA,1,2019,9.9832
RE1,S108,IMPCOA,1,2019,9.9832
RE1,S101,IMPCOA,1,2020,10.5178
RE1,S102,IMPCOA,1,2020,10.5178
RE1,S103,IMPCOA,1,2020,10.5178
RE1,S104,IMPCOA,1,2020,10.5178
RE1,S105,IMPCOA,1,2020,10.5178
RE1,S106,IMPCOA,1,2020,10.5178
RE1,S107,IMPCOA,1,2020,10.5178
RE1,S108,IMPCOA,1,2020,10.5178
RE1,S101,IMPCOA,1,2021,10.9212
RE1,S102,IMPCOA,1,2021,10.9212
RE1,S103,IMPCOA,1,2021,10.9212
RE1,S104,IMPCOA,1,2021,10.9212
RE1,S105,IMPCOA,1,2021,10.9212
RE1,S106,IMPCOA,1,2021,10.9212
RE1,S107,IMPCOA,1,2021,10.9212
RE1,S108,IMPCOA,1,2021,10.9212
RE1,S101,IMPCOA,1,2022,19.9724
RE1,S102,IMPCOA,1,2022,19.9724
RE1,S103,IMPCOA,1,2022,19.9724
RE1,S104,IMPCOA,1,2022,19.9724
RE1,S105,IMPCOA,1,2022,19.9724
RE1,S106,IMPCOA,1,2022,19.9724
RE1,S107,IMPCOA,1,2022,19.9724
RE1,S108,IMPCOA,1,2022,19.9724
RE1,S101,IMPCOA,1,2023,20.4011
RE1,S102,IMPCOA,1,2023,20.4011
RE1,S103,IMPCOA,1,2023,20.4011
RE1,S104,IMPCOA,1,2023,20.4011
RE1,S105,IMPCOA,1,2023,20.4011
RE1,S106,IMPCOA,1,2023,20.4011
RE1,S107,IMPCOA,1,2023,20.4011
RE1,S108,IMPCOA,1,2023,20.4011
RE1,S101,IMPCOA,1,2024,20.8432
RE1,S102,IMPCOA,1,2024,20.8432
RE1,S103,IMPCOA,1,2024,20.8432
RE1,S104,IMPCOA,1,2024,20.8432
RE1,S105,IMPCOA,1,2024,20.8432
RE1,S106,IMPCOA,1,2024,20.8432
RE1,S107,IMPCOA,1,2024,20.8432
RE1,S108,IMPCOA,1,2024,20.8432
RE1,S101,IMPCOA,1,2025,21.2993
RE1,S102,IMPCOA,1,2025,21.2993
RE1,S103,IMPCOA,1,2025,21.2993
RE1,S104,IMPCOA,1,2025,21.2993
RE1,S105,IMPCOA,1,2025,21.2993
RE1,S106,IMPCOA,1,2025,21.2993
RE1,S107,IMPCOA,1,2025,21.2993
RE1,S108,IMPCOA,1,2025,21.2993
RE1,S101,IMPCOA,1,2026,21.757
RE1,S102,IMPCOA,1,2026,21.757
RE1,S103,IMPCOA,1,2026,21.757
RE1,S104,IMPCOA,1,2026,21.757
RE1,S105,IMPCOA,1,2026,21.757
RE1,S106,IMPCOA,1,2026,21.757
RE1,S107,IMPCOA,1,2026,21.757
RE1,S108,IMPCOA,1,2026,21.757
RE1,S101,IMPCOA,1,2027,13.594
RE1,S102,IMPCOA,1,2027,13.594
RE1,S103,IMPCOA,1,2027,13.594
RE1,S104,IMPCOA,1,2027,13.594
RE1,S105,IMPCOA,1,2027,13.594
RE1,S106,IMPCOA,1,2027,13.594
RE1,S107,IMPCOA,1,2027,13.594
RE1,S108,IMPCOA,1,2027,13.594
RE1,S101,IMPCOA,1,2028,14.082
RE1,S102,IMPCOA,1,2028,14.082
RE1,S103,IMPCOA,1,2028,14.082
RE1,S104,IMPCOA,1,2028,14.082
RE1,S105,IMPCOA,1,2028,14.082
RE1,S106,IMPCOA,1,2028,14.082
RE1,S107,IMPCOA,1,2028,14.082
RE1,S108,IMPCOA,1,2028,14.082
RE1,S101,IMPCOA,1,2029,14.586
RE1,S102,IMPCOA,1,2029,14.586
RE1,S103,IMPCOA,1,2029,14.586
RE1,S104,IMPCOA,1,2029,14.586
RE1,S105,IMPCOA,1,2029,14.586
RE1,S106,IMPCOA,1,2029,14.586
RE1,S107,IMPCOA,1,2029,14.586
RE1,S108,IMPCOA,1,2029,14.586
RE1,S101,IMPCOA,1,2030,15.1068
RE1,S102,IMPCOA,1,2030,15.1068
RE1,S103,IMPCOA,1,2030,15.1068
RE1,S104,IMPCOA,1,2030,15.1068
RE1,S105,IMPCOA,1,2030,15.1068
RE1,S106,IMPCOA,1,2030,15.1068
RE1,S107,IMPCOA,1,2030,15.1068
RE1,S108,IMPCOA,1,2030,15.1068
RE1,S101,IMPCOA,1,2031,15.339
RE1,S102,IMPCOA,1,2031,15.339
RE1,S103,IMPCOA,1,2031,15.339
RE1,S104,IMPCOA,1,2031,15.339
RE1,S105,IMPCOA,1,2031,15.339
RE1,S106,IMPCOA,1,2031,15.339
RE1,S107,IMPCOA,1,2031,15.339
RE1,S108,IMPCOA,1,2031,15.339
RE1,S101,IMPCOA,1,2032,15.5956
RE1,S102,IMPCOA,1,2032,15.5956
RE1,S103,IMPCOA,1,2032,15.5956
RE1,S104,IMPCOA,1,2032,15.5956
RE1,S105,IMPCOA,1,2032,15.5956
RE1,S106,IMPCOA,1,2032,15.5956
RE1,S107,IMPCOA,1,2032,15.5956
RE1,S108,IMPCOA,1,2032,15.5956
RE1,S101,IMPCOA,1,2033,15.875
RE1,S102,IMPCOA,1,2033,15.875
RE1,S103,IMPCOA,1,2033,15.875
RE1,S104,IMPCOA,1,2033,15.875
RE1,S105,IMPCOA,1,2033,15.875
RE1,S106,IMPCOA,1,2033,15.875
RE1,S107,IMPCOA,1,2033,15.875
RE1,S108,IMPCOA,1,2033,15.875
RE1,S101,IMPCOA,1,2034,16.1759
RE1,S102,IMPCOA,1,2034,16.1759
RE1,S103,IMPCOA,1,2034,16.1759
