r,t,y,CapitalInvestment
RE1,PWRDIST,2060,415.6034
RE1,PWRDIST,2061,243.2892
RE1,PWRDIST,2062,476.2821
RE1,PWRDIST,2063,467.3344
RE1,PWRDIST,2064,542.4419
RE1,PWRDIST,2065,693.5118
RE1,PWRDIST,2066,638.1188
RE1,PWRDIST,2067,602.5871
RE1,PWRDIST,2068,674.1262
RE1,PWRDIST,2069,1941.9372
RE1,PWRSOL002,2038,685.2341
RE1,PWRSOL002,2039,1271.3045
RE1,PWRSOL002,2040,1237.5688
RE1,PWRSOL002,2041,347.605
RE1,PWRSOL002,2042,384.1736
RE1,PWRSOL002,2043,423.6979
RE1,PWRSOL002,2044,551.188
RE1,PWRSOL002,2045,659.7826
RE1,PWRSOL002,2046,1237.5688
RE1,PWRSOL002,2047,1237.5688
RE1,PWRSOL002,2048,663.6829
RE1,PWRSOL002,2051,1217.0663
RE1,PWRSOL002,2052,842.556
RE1,PWRSOL002,2053,869.9368
RE1,PWRSOL002,2054,392.5615
RE1,PWRSOL002,2058,794.2672
RE1,PWRSOL002,2059,791.4012
RE1,PWRSOL002,2060,791.081
RE1,PWRSOL002,2061,778.8259
RE1,PWRSOL002,2062,1316.2121
RE1,PWRSOL002,2063,1937.1916
RE1,PWRSOL002,2064,1801.9319
RE1,PWRSOL002,2065,496.3832
RE1,PWRHYD004,2021,36.0
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0
RE1,PWRTRNEXP,2031,0.0
RE1,PWRTRNEXP,2032,0.0
RE1,PWRTRNEXP,2033,0.0
RE1,PWRTRNEXP,2034,0.0
RE1,PWRTRNEXP,2035,0.0
RE1,PWRTRNEXP,2036,0.0
RE1,PWRTRNEXP,2037,0.0
RE1,PWRTRNEXP,2038,0.0
RE1,PWRTRNEXP,2039,0.0
RE1,PWRTRNEXP,2040,0.0
RE1,PWRTRNEXP,2041,0.0
RE1,PWRTRNEXP,2042,0.0
RE1,PWRTRNEXP,2043,0.0
RE1,PWRTRNEXP,2044,0.0
RE1,PWRTRNEXP,2045,0.0
RE1,PWRTRNEXP,2046,0.0
RE1,PWRTRNEXP,2047,0.0
RE1,PWRTRNEXP,2048,0.0
RE1,PWRTRNEXP,2049,0.0
RE1,PWRTRNEXP,2050,0.0
RE1,PWRTRNEXP,2051,0.0
RE1,PWRTRNEXP,2052,0.0
RE1,PWRTRNEXP,2053,0.0
RE1,PWRTRNEXP,2054,0.0
RE1,PWRTRNEXP,2055,0.0
RE1,PWRTRNEXP,2056,0.0
RE1,PWRTRNEXP,2057,0.0
RE1,PWRTRNEXP,2058,0.0
RE1,PWRTRNEXP,2059,0.0
RE1,PWRTRNEXP,2060,0.0
RE1,PWRTRNEXP,2061,0.0
RE1,PWRTRNEXP,2062,0.0
RE1,PWRTRNEXP,2063,0.0
RE1,PWRTRNEXP,2064,0.0
RE1,PWRTRNEXP,2065,0.0
RE1,PWRTRNEXP,2066,0.0
RE1,PWRTRNEXP,2067,0.0
RE1,PWRTRNEXP,2068,0.0
RE1,PWRTRNEXP,2069,0.0
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2021,81.9701
RE1,DEMTRAEVC,2022,81.9701
RE1,DEMTRAEVC,2023,81.9701
RE1,DEMTRAEVC,2024,81.9701
RE1,DEMTRAEVC,2025,81.9701
RE1,DEMTRAEVC,2026,36.4971
RE1,DEMTRAEVC,2027,23.957
RE1,DEMTRAEVC,2028,18.5391
RE1,DEMTRAEVC,2029,15.0976
RE1,DEMTRAEVC,2030,11.6675
RE1,DEMTRAEVC,2031,21.1135
RE1,DEMTRAEVC,2032,43.8382
RE1,DEMTRAEVC,2033,13.1497
RE1,DEMTRAEVC,2034,30.4547
RE1,DEMTRAEVC,2035,45.1825
RE1,DEMTRAEVC,2036,27.6452
RE1,DEMTRAEVC,2037,60.0317
RE1,DEMTRAEVC,2038,52.695
RE1,DEMTRAEVC,2039,26.5481
RE1,DEMTRAEVC,2041,45.473
RE1,DEMTRAEVC,2042,58.0131
RE1,DEMTRAEVC,2043,63.431
RE1,DEMTRAEVC,2044,66.8725
RE1,DEMTRAEVC,2045,70.3026
RE1,DEMTRAEVC,2046,140.6265
RE1,DEMTRAEVC,2047,108.1051
RE1,DEMTRAEVC,2048,79.7699
RE1,DEMTRAEVC,2049,79.7699
RE1,DEMTRAEVC,2050,94.5389
RE1,DEMTRAEVC,2051,776.095
RE1,DEMTRAEVC,2052,91.4716
RE1,DEMTRAEVC,2053,91.6619
RE1,DEMTRAEVC,2054,91.855
RE1,DEMTRAEVC,2055,92.0513
RE1,DEMTRAEVC,2056,92.2509
RE1,DEMTRAEVC,2057,92.4536
RE1,DEMTRAEVC,2058,92.6604
RE1,DEMTRAEVC,2059,92.8705
RE1,DEMTRAEVC,2060,93.085
RE1,DEMTRAEVC,2061,90.5184
RE1,DEMTRAEVC,2062,90.6581
RE1,DEMTRAEVC,2063,90.8008
RE1,DEMTRAEVC,2064,90.9456
RE1,DEMTRAEVC,2065,91.0933
RE1,DEMTRAEVC,2066,11.4732
RE1,DEMTRAEVC,2067,11.6255
RE1,DEMTRAEVC,2068,11.7801
RE1,DEMTRAEVC,2069,11.9377
RE1,DEMTRAEVC,2070,12.0977
RE1,DEMTRAMCYELC,2021,341.956
RE1,DEMTRAMCYELC,2022,315.0188
RE1,DEMTRAMCYELC,2023,288.0817
RE1,DEMTRAMCYELC,2024,261.1445
RE1,DEMTRAMCYELC,2025,234.2074
RE1,DEMTRAMCYELC,2026,92.287
RE1,DEMTRAMCYELC,2027,52.7051
RE1,DEMTRAMCYELC,2028,34.6935
RE1,DEMTRAMCYELC,2029,23.2917
RE1,DEMTRAMCYELC,2030,14.1658
RE1,DEMTRAMCYELC,2031,18.696
RE1,DEMTRAMCYELC,2032,29.8681
RE1,DEMTRAMCYELC,2033,18.7102
RE1,DEMTRAMCYELC,2034,0.0
RE1,DEMTRAMCYELC,2035,0.0
RE1,DEMTRAMCYELC,2036,0.0
RE1,DEMTRAMCYELC,2037,0.0
RE1,DEMTRAMCYELC,2038,0.0
RE1,DEMTRAMCYELC,2039,0.0
RE1,DEMTRAMCYELC,2040,0.0
RE1,DEMTRAMCYELC,2041,0.0
RE1,DEMTRAMCYELC,2042,0.0
RE1,DEMTRAMCYELC,2043,0.0
RE1,DEMTRAMCYELC,2044,0.0
RE1,DEMTRAMCYELC,2045,0.0
RE1,DEMTRAMCYELC,2046,0.0
RE1,DEMTRAMCYELC,2047,0.0
RE1,DEMTRAMCYELC,2048,0.0
RE1,DEMTRAMCYELC,2049,0.0
RE1,DEMTRAMCYELC,2050,0.0
RE1,DEMTRAMCYELC,2051,0.0
RE1,DEMTRAMCYELC,2052,0.0
RE1,DEMTRAMCYELC,2053,0.0
RE1,DEMTRAMCYELC,2054,0.0
RE1,DEMTRAMCYELC,2055,0.0
RE1,DEMTRAMCYELC,2056,0.0
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0
RE1,DEMTRAMCYELC,2070,0.0
RE1,DEMTRACARELC,2046,3629.2052
RE1,DEMTRACARELC,2047,2686.8854
RE1,DEMTRACARELC,2048,1744.5656
RE1,DEMTRACARELC,2049,802.2457
RE1,DEMTRACARELC,2050,0.0
RE1,DEMTRACARELC,2051,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2068,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRACARELC,2070,0.0
RE1,DEMTRABUSELC,2050,707.1967
RE1,DEMTRABUSELC,2051,33342.773
RE1,DEMTRABUSELC,2052,560.3244
RE1,DEMTRABUSELC,2053,569.4354
RE1,DEMTRABUSELC,2054,578.6808
RE1,DEMTRABUSELC,2055,588.0806
RE1,DEMTRABUSELC,2056,597.6396
RE1,DEMTRABUSELC,2057,607.3433
RE1,DEMTRABUSELC,2058,617.2493
RE1,DEMTRABUSELC,2059,627.3082
RE1,DEMTRABUSELC,2060,637.5774
RE1,DEMTRABUSELC,2061,514.68
RE1,DEMTRABUSELC,2062,521.3704
RE1,DEMTRABUSELC,2063,528.2029
RE1,DEMTRABUSELC,2064,535.1349
RE1,DEMTRABUSELC,2065,542.2068
RE1,DEMTRABUSELC,2066,549.3817
RE1,DEMTRABUSELC,2067,556.6726
RE1,DEMTRABUSELC,2068,564.0787
RE1,DEMTRABUSELC,2069,571.6231
RE1,DEMTRABUSELC,2070,1286.4797
RE1,DEMTRAMCYGSL,2015,0.0
RE1,DEMTRAMCYGSL,2016,0.0
RE1,DEMTRAMCYGSL,2017,0.0
RE1,DEMTRAMCYGSL,2018,0.0
RE1,DEMTRAMCYGSL,2019,0.0
RE1,DEMTRAMCYGSL,2020,0.0
RE1,DEMTRACARGSL,2015,0.0
RE1,DEMTRACARGSL,2016,0.0
RE1,DEMTRACARGSL,2026,0.0
RE1,DEMTRACARGSL,2027,0.0
RE1,DEMTRACARGSL,2028,0.0
RE1,DEMTRACARGSL,2029,0.0
RE1,DEMTRACARGSL,2030,0.0
RE1,DEMTRACARGSL,2031,0.0
RE1,DEMTRACARGSL,2032,0.0
RE1,DEMTRACARGSL,2033,0.0
RE1,DEMTRACARGSL,2034,0.0
RE1,DEMTRACARGSL,2035,0.0
RE1,DEMTRACARGSL,2036,0.0
RE1,DEMTRACARGSL,2037,0.0
RE1,DEMTRACARGSL,2038,0.0
RE1,DEMTRABUSGSL,2015,0.0
RE1,DEMTRABUSGSL,2016,0.0
RE1,DEMTRABUSGSL,2017,0.0
RE1,DEMTRABUSGSL,2018,0.0
RE1,DEMTRABUSGSL,2019,0.0
RE1,DEMTRABUSGSL,2020,0.0
RE1,DEMTRABUSGSL,2021,0.0
RE1,DEMTRABUSGSL,2031,0.0001
RE1,DEMINDELC,2015,0.0001
RE1,DEMINDELC,2016,0.0
RE1,DEMINDELC,2017,0.0
RE1,DEMINDELC,2018,0.0
RE1,DEMINDELC,2019,0.0
RE1,DEMINDELC,2020,0.0
RE1,DEMINDELC,2021,0.0
RE1,DEMINDELC,2022,0.0
RE1,DEMINDELC,2023,0.0
RE1,DEMINDELC,2024,0.0
RE1,DEMINDELC,2025,0.0001
RE1,DEMINDELC,2026,0.0
RE1,DEMINDELC,2027,0.0
RE1,DEMINDELC,2028,0.0
RE1,DEMINDELC,2029,0.0
RE1,DEMINDELC,2030,0.0
RE1,DEMINDELC,2031,0.0
RE1,DEMINDELC,2032,0.0
RE1,DEMINDELC,2033,0.0
RE1,DEMINDELC,2034,0.0
RE1,DEMINDELC,2035,0.0001
RE1,DEMINDELC,2036,0.0
RE1,DEMINDELC,2037,0.0
RE1,DEMINDELC,2038,0.0
RE1,DEMINDELC,2039,0.0
RE1,DEMINDELC,2040,0.0
RE1,DEMINDELC,2041,0.0
RE1,DEMINDELC,2042,0.0
RE1,DEMINDELC,2043,0.0
RE1,DEMINDELC,2044,0.0
RE1,DEMINDELC,2045,0.0001
RE1,DEMINDELC,2046,0.0
RE1,DEMINDELC,2047,0.0
RE1,DEMINDELC,2048,0.0
RE1,DEMINDELC,2049,0.0001
RE1,DEMINDELC,2050,0.0001
RE1,DEMINDELC,2051,0.0
RE1,DEMINDELC,2052,0.0
RE1,DEMINDELC,2053,0.0
RE1,DEMINDELC,2054,0.0001
RE1,DEMINDELC,2055,0.0001
RE1,DEMINDELC,2056,0.0001
RE1,DEMINDELC,2057,0.0001
RE1,DEMINDELC,2058,0.0001
RE1,DEMINDELC,2059,0.0001
RE1,DEMINDELC,2060,0.0001
RE1,DEMINDELC,2061,0.0001
RE1,DEMINDELC,2062,0.0001
RE1,DEMINDELC,2063,0.0001
RE1,DEMINDELC,2064,0.0001
RE1,DEMINDELC,2065,0.0001
RE1,DEMINDELC,2066,0.0001
RE1,DEMINDELC,2067,0.0001
RE1,DEMINDELC,2068,0.0001
RE1,DEMINDELC,2069,0.0001
RE1,DEMINDELC,2070,0.0001
RE1,DEMINDHECOA,2015,93.5699
RE1,DEMINDHECOA,2016,5.0099
RE1,DEMINDHECOA,2017,5.2781
RE1,DEMINDHECOA,2018,5.5607
RE1,DEMINDHECOA,2019,5.8585
RE1,DEMINDHECOA,2020,6.1721
RE1,DEMINDHECOA,2021,4.6589
RE1,DEMINDHECOA,2022,4.8009
RE1,DEMINDHECOA,2023,4.9495
RE1,DEMINDHECOA,2024,5.1051
RE1,DEMINDHECOA,2025,5.2673
RE1,DEMINDHECOA,2026,5.2844
RE1,DEMINDHECOA,2027,5.4559
RE1,DEMINDHECOA,2028,5.6344
RE1,DEMINDHECOA,2029,5.8202
RE1,DEMINDHECOA,2030,99.5832
RE1,DEMINDHECOA,2031,7.6914
RE1,DEMINDHECOA,2032,8.241
RE1,DEMINDHECOA,2033,8.7867
RE1,DEMINDHECOA,2034,9.3337
RE1,DEMINDHECOA,2035,18.541
RE1,DEMINDHECOA,2036,11.4366
RE1,DEMINDHECOA,2037,11.7702
RE1,DEMINDHECOA,2038,12.1192
RE1,DEMINDHECOA,2039,12.4838
RE1,DEMINDHECOA,2040,12.8637
RE1,DEMINDHECOA,2041,11.3468
RE1,DEMINDHECOA,2042,11.6426
RE1,DEMINDHECOA,2043,11.9509
RE1,DEMINDHECOA,2044,12.2712
RE1,DEMINDHECOA,2045,106.1739
RE1,DEMINDHECOA,2046,13.2598
RE1,DEMINDHECOA,2047,13.9796
RE1,DEMINDHECOA,2048,14.6959
RE1,DEMINDHECOA,2049,15.4144
RE1,DEMINDHECOA,2050,24.7942
RE1,DEMINDHECOA,2051,16.3117
RE1,DEMINDHECOA,2052,16.7247
RE1,DEMINDHECOA,2053,17.1543
RE1,DEMINDHECOA,2054,17.6007
RE1,DEMINDHECOA,2055,18.0637
RE1,DEMINDHECOA,2056,16.6313
RE1,DEMINDHECOA,2057,17.0129
RE1,DEMINDHECOA,2058,17.4087
RE1,DEMINDHECOA,2059,17.818
RE1,DEMINDHECOA,2060,111.8115
RE1,DEMINDHECOA,2061,17.8107
RE1,DEMINDHECOA,2062,18.5897
RE1,DEMINDHECOA,2063,19.3664
RE1,DEMINDHECOA,2064,20.1462
RE1,DEMINDHECOA,2065,29.5885
RE1,DEMINDHECOA,2066,21.1695
RE1,DEMINDHECOA,2067,21.6469
RE1,DEMINDHECOA,2068,22.142
RE1,DEMINDHECOA,2069,22.6551
RE1,DEMINDHECOA,2070,23.1858
RE1,DEMINDHEBIO,2015,13.0702
RE1,DEMINDHEBIO,2017,36.7378
RE1,DEMINDHEBIO,2018,36.7287
RE1,DEMINDHEBIO,2019,36.7174
RE1,DEMINDHEBIO,2020,36.7031
RE1,DEMINDHEBIO,2021,2.0227
RE1,DEMINDHEBIO,2022,2.0016
RE1,DEMINDHEBIO,2023,1.9841
RE1,DEMINDHEBIO,2024,1.9697
RE1,DEMINDHEBIO,2025,1.9582
RE1,DEMINDHEBIO,2026,1.7771
RE1,DEMINDHEBIO,2027,1.7737
RE1,DEMINDHEBIO,2028,1.772
RE1,DEMINDHEBIO,2029,1.772
RE1,DEMINDHEBIO,2030,14.7754
RE1,DEMINDHEBIO,2032,30.3225
RE1,DEMINDHEBIO,2033,33.8001
RE1,DEMINDHEBIO,2034,34.0002
RE1,DEMINDHEBIO,2035,41.6127
RE1,DEMINDHEBIO,2036,1.9716
RE1,DEMINDHEBIO,2037,1.9189
RE1,DEMINDHEBIO,2038,1.8735
RE1,DEMINDHEBIO,2039,1.8348
RE1,DEMINDHEBIO,2040,1.8014
RE1,DEMINDHEBIO,2041,0.9128
RE1,DEMINDHEBIO,2042,0.8917
RE1,DEMINDHEBIO,2043,0.8756
RE1,DEMINDHEBIO,2044,0.8633
RE1,DEMINDHEBIO,2045,13.7449
RE1,DEMINDHEBIO,2047,26.8698
RE1,DEMINDHEBIO,2048,31.9626
RE1,DEMINDHEBIO,2049,32.1862
RE1,DEMINDHEBIO,2050,39.7538
RE1,DEMINDHEBIO,2051,0.4726
RE1,DEMINDHEBIO,2052,0.4347
RE1,DEMINDHEBIO,2053,0.4038
RE1,DEMINDHEBIO,2054,0.3794
RE1,DEMINDHEBIO,2055,0.3601
RE1,DEMINDHEBIO,2060,10.1765
RE1,DEMINDHEBIO,2062,23.7524
RE1,DEMINDHEBIO,2063,30.1847
RE1,DEMINDHEBIO,2064,30.4334
RE1,DEMINDHEBIO,2065,37.9438
RE1,DEMRESCKNELC,2042,0.4367
RE1,DEMRESCKNELC,2047,4.9738
RE1,DEMRESCKNELC,2049,8.4856
RE1,DEMRESCKNELC,2050,22.6656
RE1,DEMRESCKNELC,2053,1.4479
RE1,DEMRESCKNELC,2054,1.5737
RE1,DEMRESCKNELC,2055,1.6883
RE1,DEMRESCKNELC,2056,1.7443
RE1,DEMRESCKNELC,2057,6.776
RE1,DEMRESCKNELC,2058,1.7398
RE1,DEMRESCKNELC,2059,10.2877
RE1,DEMRESCKNELC,2060,24.5319
RE1,DEMRESCKNELC,2061,1.287
RE1,DEMRESCKNELC,2063,1.4247
RE1,DEMRESCKNELC,2064,1.5912
RE1,DEMRESCKNELC,2066,3.7392
RE1,DEMRESCKNELC,2067,7.0084
RE1,DEMRESCKNELC,2070,27.3246
RE1,DEMRESCKNBIO,2015,0.0823
RE1,DEMRESCKNBIO,2016,0.0001
RE1,DEMRESCKNBIO,2017,0.2263
RE1,DEMRESCKNBIO,2018,0.2263
RE1,DEMRESCKNBIO,2019,0.2263
RE1,DEMRESCKNBIO,2020,0.2263
RE1,DEMRESCKNBIO,2021,0.0126
RE1,DEMRESCKNBIO,2022,0.0124
RE1,DEMRESCKNBIO,2023,0.0123
RE1,DEMRESCKNBIO,2024,0.0123
RE1,DEMRESCKNBIO,2025,0.0945
RE1,DEMRESCKNBIO,2026,0.0112
RE1,DEMRESCKNBIO,2027,0.2374
RE1,DEMRESCKNBIO,2028,0.2374
RE1,DEMRESCKNBIO,2029,0.2374
RE1,DEMRESCKNBIO,2030,0.2374
RE1,DEMRESCKNBIO,2035,0.1057
RE1,DEMRESCKNBIO,2036,0.0111
RE1,DEMRESCKNBIO,2037,0.2371
RE1,DEMRESCKNBIO,2038,0.2369
RE1,DEMRESCKNBIO,2039,0.2368
RE1,DEMRESCKNBIO,2040,0.2367
RE1,DEMRESCKNBIO,2045,0.0785
RE1,DEMRESCKNBIO,2046,0.0015
RE1,DEMRESCKNBIO,2047,0.2221
RE1,DEMRESCKNBIO,2048,0.2275
RE1,DEMRESCKNBIO,2049,0.2193
RE1,DEMRESCKNBIO,2050,0.189
RE1,DEMRESCKNBIO,2051,0.0091
RE1,DEMRESCKNBIO,2055,0.0366
RE1,DEMRESCKNBIO,2057,0.2027
RE1,DEMRESCKNBIO,2058,0.2172
RE1,DEMRESCKNBIO,2059,0.209
RE1,DEMRESCKNBIO,2060,0.1787
RE1,DEMRESCKNBIO,2065,0.0036
RE1,DEMRESCKNBIO,2067,0.1841
RE1,DEMRESCKNBIO,2068,0.2108
RE1,DEMRESCKNBIO,2069,0.2111
RE1,DEMRESCKNBIO,2070,0.1548
RE1,DEMRESHEBIO,2015,21.1479
RE1,DEMRESHEBIO,2016,0.0257
RE1,DEMRESHEBIO,2017,58.1226
RE1,DEMRESHEBIO,2018,58.1095
RE1,DEMRESHEBIO,2019,58.0933
RE1,DEMRESHEBIO,2020,58.0722
RE1,DEMRESHEBIO,2021,3.2224
RE1,DEMRESHEBIO,2022,3.1898
RE1,DEMRESHEBIO,2023,3.1628
RE1,DEMRESHEBIO,2024,3.1409
RE1,DEMRESHEBIO,2025,3.1235
RE1,DEMRESHEBIO,2026,2.8372
RE1,DEMRESHEBIO,2027,2.8326
RE1,DEMRESHEBIO,2028,2.8309
RE1,DEMRESHEBIO,2029,2.8319
RE1,DEMRESHEBIO,2030,23.8725
RE1,DEMRESHEBIO,2032,48.0317
RE1,DEMRESHEBIO,2033,53.4947
RE1,DEMRESHEBIO,2034,53.8139
RE1,DEMRESHEBIO,2035,65.8987
RE1,DEMRESHEBIO,2036,3.1759
RE1,DEMRESHEBIO,2037,3.0942
RE1,DEMRESHEBIO,2038,3.0242
RE1,DEMRESHEBIO,2039,2.9648
RE1,DEMRESHEBIO,2040,2.9139
RE1,DEMRESHEBIO,2041,1.501
RE1,DEMRESHEBIO,2042,1.4691
RE1,DEMRESHEBIO,2043,1.4451
RE1,DEMRESHEBIO,2044,1.4273
RE1,DEMRESHEBIO,2045,22.2719
RE1,DEMRESHEBIO,2047,42.6282
RE1,DEMRESHEBIO,2048,50.6184
RE1,DEMRESHEBIO,2049,50.9754
RE1,DEMRESHEBIO,2050,62.9896
RE1,DEMRESHEBIO,2051,0.8294
RE1,DEMRESHEBIO,2052,0.7714
RE1,DEMRESHEBIO,2053,0.7246
RE1,DEMRESHEBIO,2054,0.6882
RE1,DEMRESHEBIO,2055,0.6598
RE1,DEMRESHEBIO,2060,16.9931
RE1,DEMRESHEBIO,2062,37.7421
RE1,DEMRESHEBIO,2063,47.829
RE1,DEMRESHEBIO,2064,48.2262
RE1,DEMRESHEBIO,2065,60.1497
RE1,DEMCOMHEBIO,2015,1.503
RE1,DEMCOMHEBIO,2016,0.0805
RE1,DEMCOMHEBIO,2017,0.0847
RE1,DEMCOMHEBIO,2018,0.0893
RE1,DEMCOMHEBIO,2019,0.094
RE1,DEMCOMHEBIO,2020,0.099
RE1,DEMCOMHEBIO,2021,0.0747
RE1,DEMCOMHEBIO,2022,0.077
RE1,DEMCOMHEBIO,2023,0.0793
RE1,DEMCOMHEBIO,2024,0.0818
RE1,DEMCOMHEBIO,2025,0.0843
RE1,DEMCOMHEBIO,2026,0.0846
RE1,DEMCOMHEBIO,2027,0.0873
RE1,DEMCOMHEBIO,2028,0.0901
RE1,DEMCOMHEBIO,2029,0.093
RE1,DEMCOMHEBIO,2030,1.5912
RE1,DEMCOMHEBIO,2031,0.1229
RE1,DEMCOMHEBIO,2032,0.1316
RE1,DEMCOMHEBIO,2033,0.1402
RE1,DEMCOMHEBIO,2034,0.1489
RE1,DEMCOMHEBIO,2035,0.2956
RE1,DEMCOMHEBIO,2036,0.1822
RE1,DEMCOMHEBIO,2037,0.1874
RE1,DEMCOMHEBIO,2038,0.1929
RE1,DEMCOMHEBIO,2039,0.1986
RE1,DEMCOMHEBIO,2040,0.2045
RE1,DEMCOMHEBIO,2041,0.1802
RE1,DEMCOMHEBIO,2042,0.1848
RE1,DEMCOMHEBIO,2043,0.1896
RE1,DEMCOMHEBIO,2044,0.1945
RE1,DEMCOMHEBIO,2045,1.682
RE1,DEMCOMHEBIO,2046,0.2099
RE1,DEMCOMHEBIO,2047,0.2211
RE1,DEMCOMHEBIO,2048,0.2323
RE1,DEMCOMHEBIO,2049,0.2434
RE1,DEMCOMHEBIO,2050,0.3913
RE1,DEMCOMHEBIO,2051,0.2572
RE1,DEMCOMHEBIO,2052,0.2635
RE1,DEMCOMHEBIO,2053,0.27
RE1,DEMCOMHEBIO,2054,0.2768
RE1,DEMCOMHEBIO,2055,0.2838
RE1,DEMCOMHEBIO,2056,0.261
RE1,DEMCOMHEBIO,2057,0.2667
RE1,DEMCOMHEBIO,2058,0.2726
RE1,DEMCOMHEBIO,2059,0.2788
RE1,DEMCOMHEBIO,2060,1.7474
RE1,DEMCOMHEBIO,2061,0.2781
RE1,DEMCOMHEBIO,2062,0.2901
RE1,DEMCOMHEBIO,2063,0.3021
RE1,DEMCOMHEBIO,2064,0.3141
RE1,DEMCOMHEBIO,2065,0.4613
RE1,DEMCOMHEBIO,2066,0.33
RE1,DEMCOMHEBIO,2067,0.3374
RE1,DEMCOMHEBIO,2068,0.345
RE1,DEMCOMHEBIO,2069,0.353
RE1,DEMCOMHEBIO,2070,0.3612
