r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMCOMHEBIO,COMHEL,2057,0.4648
RE1,DEMCOMHEBIO,COMHEL,2058,0.4725
RE1,DEMCOMHEBIO,COMHEL,2059,0.4802
RE1,DEMCOMHEBIO,COMHEL,2060,0.4881
RE1,DEMCOMHEBIO,COMHEL,2061,0.4945
RE1,DEMCOMHEBIO,COMHEL,2062,0.501
RE1,DEMCOMHEBIO,COMHEL,2063,0.5075
RE1,DEMCOMHEBIO,COMHEL,2064,0.5141
RE1,DEMCOMHEBIO,COMHEL,2065,0.5208
RE1,DEMCOMHEBIO,COMHEL,2066,0.5276
RE1,DEMCOMHEBIO,COMHEL,2067,0.5345
RE1,DEMCOMHEBIO,COMHEL,2068,0.5415
RE1,DEMCOMHEBIO,COMHEL,2069,0.5486
RE1,DEMCOMHEBIO,COMHEL,2070,0.5558
RE1,DEMINDELC,INDELC,2015,13.6152
RE1,DEMINDELC,INDELC,2016,13.9486
RE1,DEMINDELC,INDELC,2017,14.2902
RE1,DEMINDELC,INDELC,2018,14.6401
RE1,DEMINDELC,INDELC,2019,14.9986
RE1,DEMINDELC,INDELC,2020,15.3659
RE1,DEMINDELC,INDELC,2021,16.5035
RE1,DEMINDELC,INDELC,2022,17.7204
RE1,DEMINDELC,INDELC,2023,19.0222
RE1,DEMINDELC,INDELC,2024,20.4152
RE1,DEMINDELC,INDELC,2025,21.9056
RE1,DEMINDELC,INDELC,2026,23.4771
RE1,DEMINDELC,INDELC,2027,25.1581
RE1,DEMINDELC,INDELC,2028,26.9565
RE1,DEMINDELC,INDELC,2029,28.8807
RE1,DEMINDELC,INDELC,2030,30.9395
RE1,DEMINDELC,INDELC,2031,32.8209
RE1,DEMINDELC,INDELC,2032,34.8632
RE1,DEMINDELC,INDELC,2033,37.0756
RE1,DEMINDELC,INDELC,2034,39.4691
RE1,DEMINDELC,INDELC,2035,43.9659
RE1,DEMINDELC,INDELC,2036,47.4965
RE1,DEMINDELC,INDELC,2037,51.3012
RE1,DEMINDELC,INDELC,2038,55.4017
RE1,DEMINDELC,INDELC,2039,59.8216
RE1,DEMINDELC,INDELC,2040,64.5858
RE1,DEMINDELC,INDELC,2041,68.6548
RE1,DEMINDELC,INDELC,2042,72.9709
RE1,DEMINDELC,INDELC,2043,77.5493
RE1,DEMINDELC,INDELC,2044,82.4066
RE1,DEMINDELC,INDELC,2045,87.56
RE1,DEMINDELC,INDELC,2046,92.6311
RE1,DEMINDELC,INDELC,2047,98.0148
RE1,DEMINDELC,INDELC,2048,103.7296
RE1,DEMINDELC,INDELC,2049,109.7949
RE1,DEMINDELC,INDELC,2050,116.2315
RE1,DEMINDELC,INDELC,2051,120.23
RE1,DEMINDELC,INDELC,2052,124.3657
RE1,DEMINDELC,INDELC,2053,128.6433
RE1,DEMINDELC,INDELC,2054,133.0675
RE1,DEMINDELC,INDELC,2055,137.6435
RE1,DEMINDELC,INDELC,2056,142.3764
RE1,DEMINDELC,INDELC,2057,147.2715
RE1,DEMINDELC,INDELC,2058,152.3346
RE1,DEMINDELC,INDELC,2059,157.5715
RE1,DEMINDELC,INDELC,2060,162.9882
RE1,DEMINDELC,INDELC,2061,166.8674
RE1,DEMINDELC,INDELC,2062,170.8388
RE1,DEMINDELC,INDELC,2063,174.9049
RE1,DEMINDELC,INDELC,2064,179.0679
RE1,DEMINDELC,INDELC,2065,183.3303
RE1,DEMINDELC,INDELC,2066,187.6946
RE1,DEMINDELC,INDELC,2067,192.1634
RE1,DEMINDELC,INDELC,2068,196.7392
RE1,DEMINDELC,INDELC,2069,201.4247
RE1,DEMINDELC,INDELC,2070,206.2227
RE1,DEMINDHEBIO,INDHEL,2015,1.1391
RE1,DEMINDHEBIO,INDHEL,2016,1.1391
RE1,DEMINDHEBIO,INDHEL,2017,4.3426
RE1,DEMINDHEBIO,INDHEL,2018,7.5461
RE1,DEMINDHEBIO,INDHEL,2019,10.7496
RE1,DEMINDHEBIO,INDHEL,2020,13.9531
RE1,DEMINDHEBIO,INDHEL,2021,14.1297
RE1,DEMINDHEBIO,INDHEL,2022,14.3045
RE1,DEMINDHEBIO,INDHEL,2023,14.4779
RE1,DEMINDHEBIO,INDHEL,2024,14.65
RE1,DEMINDHEBIO,INDHEL,2025,14.8212
RE1,DEMINDHEBIO,INDHEL,2026,14.9767
RE1,DEMINDHEBIO,INDHEL,2027,15.1318
RE1,DEMINDHEBIO,INDHEL,2028,15.287
RE1,DEMINDHEBIO,INDHEL,2029,15.4421
RE1,DEMINDHEBIO,INDHEL,2030,15.5975
RE1,DEMINDHEBIO,INDHEL,2031,15.3126
RE1,DEMINDHEBIO,INDHEL,2032,15.0531
RE1,DEMINDHEBIO,INDHEL,2033,14.8151
RE1,DEMINDHEBIO,INDHEL,2034,14.5959
RE1,DEMINDHEBIO,INDHEL,2035,15.0469
RE1,DEMINDHEBIO,INDHEL,2036,15.0436
RE1,DEMINDHEBIO,INDHEL,2037,15.0375
RE1,DEMINDHEBIO,INDHEL,2038,15.0289
RE1,DEMINDHEBIO,INDHEL,2039,15.0183
RE1,DEMINDHEBIO,INDHEL,2040,15.0057
RE1,DEMINDHEBIO,INDHEL,2041,14.9308
RE1,DEMINDHEBIO,INDHEL,2042,14.8542
RE1,DEMINDHEBIO,INDHEL,2043,14.7764
RE1,DEMINDHEBIO,INDHEL,2044,14.6974
RE1,DEMINDHEBIO,INDHEL,2045,14.6176
RE1,DEMINDHEBIO,INDHEL,2046,14.4749
RE1,DEMINDHEBIO,INDHEL,2047,14.3364
RE1,DEMINDHEBIO,INDHEL,2048,14.2017
RE1,DEMINDHEBIO,INDHEL,2049,14.0705
RE1,DEMINDHEBIO,INDHEL,2050,13.9426
RE1,DEMINDHEBIO,INDHEL,2051,13.8113
RE1,DEMINDHEBIO,INDHEL,2052,13.6812
RE1,DEMINDHEBIO,INDHEL,2053,13.5523
RE1,DEMINDHEBIO,INDHEL,2054,13.4246
RE1,DEMINDHEBIO,INDHEL,2055,13.298
RE1,DEMINDHEBIO,INDHEL,2056,13.1726
RE1,DEMINDHEBIO,INDHEL,2057,13.0483
RE1,DEMINDHEBIO,INDHEL,2058,12.9252
RE1,DEMINDHEBIO,INDHEL,2059,12.8032
RE1,DEMINDHEBIO,INDHEL,2060,12.6823
RE1,DEMINDHEBIO,INDHEL,2061,12.5581
RE1,DEMINDHEBIO,INDHEL,2062,12.4351
RE1,DEMINDHEBIO,INDHEL,2063,12.3133
RE1,DEMINDHEBIO,INDHEL,2064,12.1927
RE1,DEMINDHEBIO,INDHEL,2065,12.0733
RE1,DEMINDHEBIO,INDHEL,2066,11.9551
RE1,DEMINDHEBIO,INDHEL,2067,11.8381
RE1,DEMINDHEBIO,INDHEL,2068,11.7222
RE1,DEMINDHEBIO,INDHEL,2069,11.6075
RE1,DEMINDHEBIO,INDHEL,2070,11.4941
RE1,DEMINDHECOA,INDHEH,2015,6.5637
RE1,DEMINDHECOA,INDHEH,2016,6.9151
RE1,DEMINDHECOA,INDHEH,2017,7.2854
RE1,DEMINDHECOA,INDHEH,2018,7.6755
RE1,DEMINDHECOA,INDHEH,2019,8.0864
RE1,DEMINDHECOA,INDHEH,2020,8.5194
RE1,DEMINDHECOA,INDHEH,2021,8.8462
RE1,DEMINDHECOA,INDHEH,2022,9.183
RE1,DEMINDHECOA,INDHEH,2023,9.5302
RE1,DEMINDHECOA,INDHEH,2024,9.8883
RE1,DEMINDHECOA,INDHEH,2025,10.2578
RE1,DEMINDHECOA,INDHEH,2026,10.6284
RE1,DEMINDHECOA,INDHEH,2027,11.0112
RE1,DEMINDHECOA,INDHEH,2028,11.4064
RE1,DEMINDHECOA,INDHEH,2029,11.8147
RE1,DEMINDHECOA,INDHEH,2030,12.2365
RE1,DEMINDHECOA,INDHEH,2031,12.4246
RE1,DEMINDHECOA,INDHEH,2032,12.6324
RE1,DEMINDHECOA,INDHEH,2033,12.8587
RE1,DEMINDHECOA,INDHEH,2034,13.1025
RE1,DEMINDHECOA,INDHEH,2035,13.9702
RE1,DEMINDHECOA,INDHEH,2036,14.4456
RE1,DEMINDHECOA,INDHEH,2037,14.9345
RE1,DEMINDHECOA,INDHEH,2038,15.4374
RE1,DEMINDHECOA,INDHEH,2039,15.955
RE1,DEMINDHECOA,INDHEH,2040,16.4879
RE1,DEMINDHECOA,INDHEH,2041,16.9131
RE1,DEMINDHECOA,INDHEH,2042,17.3471
RE1,DEMINDHECOA,INDHEH,2043,17.7902
RE1,DEMINDHECOA,INDHEH,2044,18.2427
RE1,DEMINDHECOA,INDHEH,2045,18.7051
RE1,DEMINDHECOA,INDHEH,2046,19.0957
RE1,DEMINDHECOA,INDHEH,2047,19.4982
RE1,DEMINDHECOA,INDHEH,2048,19.9127
RE1,DEMINDHECOA,INDHEH,2049,20.3393
RE1,DEMINDHECOA,INDHEH,2050,20.7779
RE1,DEMINDHECOA,INDHEH,2051,21.1199
RE1,DEMINDHECOA,INDHEH,2052,21.4675
RE1,DEMINDHECOA,INDHEH,2053,21.8207
RE1,DEMINDHECOA,INDHEH,2054,22.1796
RE1,DEMINDHECOA,INDHEH,2055,22.5444
RE1,DEMINDHECOA,INDHEH,2056,22.915
RE1,DEMINDHECOA,INDHEH,2057,23.2918
RE1,DEMINDHECOA,INDHEH,2058,23.6746
RE1,DEMINDHECOA,INDHEH,2059,24.0637
RE1,DEMINDHECOA,INDHEH,2060,24.4592
RE1,DEMINDHECOA,INDHEH,2061,24.7784
RE1,DEMINDHECOA,INDHEH,2062,25.1018
RE1,DEMINDHECOA,INDHEH,2063,25.4294
RE1,DEMINDHECOA,INDHEH,2064,25.7613
RE1,DEMINDHECOA,INDHEH,2065,26.0977
RE1,DEMINDHECOA,INDHEH,2066,26.4384
RE1,DEMINDHECOA,INDHEH,2067,26.7837
RE1,DEMINDHECOA,INDHEH,2068,27.1336
RE1,DEMINDHECOA,INDHEH,2069,27.4881
RE1,DEMINDHECOA,INDHEH,2070,27.8474
RE1,DEMRESCKNBIO,RESCKN,2015,4.3005
RE1,DEMRESCKNBIO,RESCKN,2016,4.3057
RE1,DEMRESCKNBIO,RESCKN,2017,16.1316
RE1,DEMRESCKNBIO,RESCKN,2018,27.9578
RE1,DEMRESCKNBIO,RESCKN,2019,39.7844
RE1,DEMRESCKNBIO,RESCKN,2020,51.6112
RE1,DEMRESCKNBIO,RESCKN,2021,52.2677
RE1,DEMRESCKNBIO,RESCKN,2022,52.9177
RE1,DEMRESCKNBIO,RESCKN,2023,53.5624
RE1,DEMRESCKNBIO,RESCKN,2024,54.2029
RE1,DEMRESCKNBIO,RESCKN,2025,54.8401
RE1,DEMRESCKNBIO,RESCKN,2026,55.4192
RE1,DEMRESCKNBIO,RESCKN,2027,55.9974
RE1,DEMRESCKNBIO,RESCKN,2028,56.5756
RE1,DEMRESCKNBIO,RESCKN,2029,57.1543
RE1,DEMRESCKNBIO,RESCKN,2030,57.734
RE1,DEMRESCKNBIO,RESCKN,2031,56.6856
RE1,DEMRESCKNBIO,RESCKN,2032,55.7308
RE1,DEMRESCKNBIO,RESCKN,2033,54.8562
RE1,DEMRESCKNBIO,RESCKN,2034,54.051
RE1,DEMRESCKNBIO,RESCKN,2035,55.728
RE1,DEMRESCKNBIO,RESCKN,2036,55.7227
RE1,DEMRESCKNBIO,RESCKN,2037,55.7074
RE1,DEMRESCKNBIO,RESCKN,2038,55.6835
RE1,DEMRESCKNBIO,RESCKN,2039,55.6519
RE1,DEMRESCKNBIO,RESCKN,2040,55.6135
RE1,DEMRESCKNBIO,RESCKN,2041,55.3431
RE1,DEMRESCKNBIO,RESCKN,2042,55.0447
RE1,DEMRESCKNBIO,RESCKN,2043,54.764
RE1,DEMRESCKNBIO,RESCKN,2044,54.5019
RE1,DEMRESCKNBIO,RESCKN,2045,54.1917
RE1,DEMRESCKNBIO,RESCKN,2046,53.6935
RE1,DEMRESCKNBIO,RESCKN,2047,52.9102
RE1,DEMRESCKNBIO,RESCKN,2048,52.4194
RE1,DEMRESCKNBIO,RESCKN,2049,51.5052
RE1,DEMRESCKNBIO,RESCKN,2050,49.0121
RE1,DEMRESCKNBIO,RESCKN,2051,49.4888
RE1,DEMRESCKNBIO,RESCKN,2052,48.9419
RE1,DEMRESCKNBIO,RESCKN,2053,48.3971
RE1,DEMRESCKNBIO,RESCKN,2054,47.8502
RE1,DEMRESCKNBIO,RESCKN,2055,47.3017
RE1,DEMRESCKNBIO,RESCKN,2056,46.7548
RE1,DEMRESCKNBIO,RESCKN,2057,46.2091
RE1,DEMRESCKNBIO,RESCKN,2058,45.671
RE1,DEMRESCKNBIO,RESCKN,2059,45.1339
RE1,DEMRESCKNBIO,RESCKN,2060,44.5978
RE1,DEMRESCKNBIO,RESCKN,2061,44.078
RE1,DEMRESCKNBIO,RESCKN,2062,43.6288
RE1,DEMRESCKNBIO,RESCKN,2063,43.1854
RE1,DEMRESCKNBIO,RESCKN,2064,42.7444
RE1,DEMRESCKNBIO,RESCKN,2065,42.3957
RE1,DEMRESCKNBIO,RESCKN,2066,41.862
RE1,DEMRESCKNBIO,RESCKN,2067,41.4234
RE1,DEMRESCKNBIO,RESCKN,2068,41.0906
RE1,DEMRESCKNBIO,RESCKN,2069,41.202
RE1,DEMRESCKNBIO,RESCKN,2070,39.9552
RE1,DEMRESCKNELC,RESCKN,2042,0.0225
RE1,DEMRESCKNELC,RESCKN,2043,0.0225
RE1,DEMRESCKNELC,RESCKN,2045,0.0225
RE1,DEMRESCKNELC,RESCKN,2047,0.2783
RE1,DEMRESCKNELC,RESCKN,2048,0.2783
RE1,DEMRESCKNELC,RESCKN,2049,0.7148
RE1,DEMRESCKNELC,RESCKN,2050,2.7421
RE1,DEMRESCKNELC,RESCKN,2051,1.7861
RE1,DEMRESCKNELC,RESCKN,2052,1.8582
RE1,DEMRESCKNELC,RESCKN,2053,1.9326
RE1,DEMRESCKNELC,RESCKN,2054,2.0136
RE1,DEMRESCKNELC,RESCKN,2055,2.1004
RE1,DEMRESCKNELC,RESCKN,2056,2.1902
RE1,DEMRESCKNELC,RESCKN,2057,2.2828
RE1,DEMRESCKNELC,RESCKN,2058,2.3723
RE1,DEMRESCKNELC,RESCKN,2059,2.465
RE1,DEMRESCKNELC,RESCKN,2060,2.561
RE1,DEMRESCKNELC,RESCKN,2061,2.6272
RE1,DEMRESCKNELC,RESCKN,2062,2.6272
RE1,DEMRESCKNELC,RESCKN,2063,2.626
RE1,DEMRESCKNELC,RESCKN,2064,2.6269
RE1,DEMRESCKNELC,RESCKN,2065,2.5401
RE1,DEMRESCKNELC,RESCKN,2066,2.6427
RE1,DEMRESCKNELC,RESCKN,2067,2.6547
RE1,DEMRESCKNELC,RESCKN,2068,2.5652
RE1,DEMRESCKNELC,RESCKN,2069,2.036
RE1,DEMRESCKNELC,RESCKN,2070,2.8694
RE1,DEMRESHEBIO,RESHEL,2015,1.8431
RE1,DEMRESHEBIO,RESHEL,2016,1.8453
RE1,DEMRESHEBIO,RESHEL,2017,6.9136
RE1,DEMRESHEBIO,RESHEL,2018,11.9819
RE1,DEMRESHEBIO,RESHEL,2019,17.0504
RE1,DEMRESHEBIO,RESHEL,2020,22.1191
RE1,DEMRESHEBIO,RESHEL,2021,22.4004
RE1,DEMRESHEBIO,RESHEL,2022,22.679
RE1,DEMRESHEBIO,RESHEL,2023,22.9553
RE1,DEMRESHEBIO,RESHEL,2024,23.2298
RE1,DEMRESHEBIO,RESHEL,2025,23.5029
RE1,DEMRESHEBIO,RESHEL,2026,23.7511
RE1,DEMRESHEBIO,RESHEL,2027,23.9989
RE1,DEMRESHEBIO,RESHEL,2028,24.2467
RE1,DEMRESHEBIO,RESHEL,2029,24.4947
RE1,DEMRESHEBIO,RESHEL,2030,24.7431
RE1,DEMRESHEBIO,RESHEL,2031,24.2938
RE1,DEMRESHEBIO,RESHEL,2032,23.8846
RE1,DEMRESHEBIO,RESHEL,2033,23.5098
RE1,DEMRESHEBIO,RESHEL,2034,23.1647
RE1,DEMRESHEBIO,RESHEL,2035,23.8834
RE1,DEMRESHEBIO,RESHEL,2036,23.8812
RE1,DEMRESHEBIO,RESHEL,2037,23.8746
RE1,DEMRESHEBIO,RESHEL,2038,23.8643
RE1,DEMRESHEBIO,RESHEL,2039,23.8508
RE1,DEMRESHEBIO,RESHEL,2040,23.8343
RE1,DEMRESHEBIO,RESHEL,2041,23.7185
RE1,DEMRESHEBIO,RESHEL,2042,23.6002
RE1,DEMRESHEBIO,RESHEL,2043,23.4799
RE1,DEMRESHEBIO,RESHEL,2044,23.358
RE1,DEMRESHEBIO,RESHEL,2045,23.2346
RE1,DEMRESHEBIO,RESHEL,2046,23.0115
RE1,DEMRESHEBIO,RESHEL,2047,22.7951
RE1,DEMRESHEBIO,RESHEL,2048,22.5847
RE1,DEMRESHEBIO,RESHEL,2049,22.38
RE1,DEMRESHEBIO,RESHEL,2050,22.1804
RE1,DEMRESHEBIO,RESHEL,2051,21.9749
RE1,DEMRESHEBIO,RESHEL,2052,21.7715
RE1,DEMRESHEBIO,RESHEL,2053,21.5699
RE1,DEMRESHEBIO,RESHEL,2054,21.3702
RE1,DEMRESHEBIO,RESHEL,2055,21.1723
RE1,DEMRESHEBIO,RESHEL,2056,20.9764
RE1,DEMRESHEBIO,RESHEL,2057,20.7823
RE1,DEMRESHEBIO,RESHEL,2058,20.59
RE1,DEMRESHEBIO,RESHEL,2059,20.3995
RE1,DEMRESHEBIO,RESHEL,2060,20.2109
RE1,DEMRESHEBIO,RESHEL,2061,20.0165
RE1,DEMRESHEBIO,RESHEL,2062,19.824
RE1,DEMRESHEBIO,RESHEL,2063,19.6335
RE1,DEMRESHEBIO,RESHEL,2064,19.4449
RE1,DEMRESHEBIO,RESHEL,2065,19.2582
RE1,DEMRESHEBIO,RESHEL,2066,19.0734
RE1,DEMRESHEBIO,RESHEL,2067,18.8906
RE1,DEMRESHEBIO,RESHEL,2068,18.7096
RE1,DEMRESHEBIO,RESHEL,2069,18.5306
RE1,DEMRESHEBIO,RESHEL,2070,18.3534
RE1,DEMTRABUSELC,TRABUS,2050,0.8344
RE1,DEMTRABUSELC,TRABUS,2051,40.1749
RE1,DEMTRABUSELC,TRABUS,2052,40.836
RE1,DEMTRABUSELC,TRABUS,2053,41.5079
RE1,DEMTRABUSELC,TRABUS,2054,42.1907
RE1,DEMTRABUSELC,TRABUS,2055,42.8845
RE1,DEMTRABUSELC,TRABUS,2056,43.5897
RE1,DEMTRABUSELC,TRABUS,2057,44.3063
RE1,DEMTRABUSELC,TRABUS,2058,45.0345
RE1,DEMTRABUSELC,TRABUS,2059,45.7747
RE1,DEMTRABUSELC,TRABUS,2060,46.5269
RE1,DEMTRABUSELC,TRABUS,2061,47.1342
RE1,DEMTRABUSELC,TRABUS,2062,47.7494
RE1,DEMTRABUSELC,TRABUS,2063,48.3726
RE1,DEMTRABUSELC,TRABUS,2064,49.004
RE1,DEMTRABUSELC,TRABUS,2065,49.6437
RE1,DEMTRABUSELC,TRABUS,2066,50.2919
RE1,DEMTRABUSELC,TRABUS,2067,50.9487
RE1,DEMTRABUSELC,TRABUS,2068,51.6143
RE1,DEMTRABUSELC,TRABUS,2069,52.2887
RE1,DEMTRABUSELC,TRABUS,2070,52.9722
RE1,DEMTRABUSGSL,TRABUS,2015,12.4857
RE1,DEMTRABUSGSL,TRABUS,2016,13.1542
RE1,DEMTRABUSGSL,TRABUS,2017,13.8585
RE1,DEMTRABUSGSL,TRABUS,2018,14.6005
RE1,DEMTRABUSGSL,TRABUS,2019,15.3822
RE1,DEMTRABUSGSL,TRABUS,2020,16.2058
RE1,DEMTRABUSGSL,TRABUS,2021,16.8275
RE1,DEMTRABUSGSL,TRABUS,2022,17.4681
RE1,DEMTRABUSGSL,TRABUS,2023,18.1285
RE1,DEMTRABUSGSL,TRABUS,2024,18.8097
RE1,DEMTRABUSGSL,TRABUS,2025,19.5126
RE1,DEMTRABUSGSL,TRABUS,2026,20.2177
RE1,DEMTRABUSGSL,TRABUS,2027,20.9458
RE1,DEMTRABUSGSL,TRABUS,2028,21.6976
RE1,DEMTRABUSGSL,TRABUS,2029,22.4742
RE1,DEMTRABUSGSL,TRABUS,2030,23.2766
RE1,DEMTRABUSGSL,TRABUS,2031,23.6344
RE1,DEMTRABUSGSL,TRABUS,2032,24.0298
RE1,DEMTRABUSGSL,TRABUS,2033,24.4602
RE1,DEMTRABUSGSL,TRABUS,2034,24.924
RE1,DEMTRABUSGSL,TRABUS,2035,26.5744
RE1,DEMTRABUSGSL,TRABUS,2036,27.4788
RE1,DEMTRABUSGSL,TRABUS,2037,28.4088
RE1,DEMTRABUSGSL,TRABUS,2038,29.3655
RE1,DEMTRABUSGSL,TRABUS,2039,30.3501
RE1,DEMTRABUSGSL,TRABUS,2040,31.3637
RE1,DEMTRABUSGSL,TRABUS,2041,32.1727
RE1,DEMTRABUSGSL,TRABUS,2042,32.9982
RE1,DEMTRABUSGSL,TRABUS,2043,33.8411
RE1,DEMTRABUSGSL,TRABUS,2044,34.7019
RE1,DEMTRABUSGSL,TRABUS,2045,35.5813
RE1,DEMTRABUSGSL,TRABUS,2046,36.3243
RE1,DEMTRABUSGSL,TRABUS,2047,37.0901
RE1,DEMTRABUSGSL,TRABUS,2048,37.8786
RE1,DEMTRABUSGSL,TRABUS,2049,38.69
RE1,DEMTRABUSGSL,TRABUS,2050,38.69
RE1,DEMTRACARELC,TRACAR,2046,4.5068
RE1,DEMTRACARELC,TRACAR,2047,9.0136
RE1,DEMTRACARELC,TRACAR,2048,13.5204
RE1,DEMTRACARELC,TRACAR,2049,18.0271
RE1,DEMTRACARELC,TRACAR,2050,22.5339
RE1,DEMTRACARELC,TRACAR,2051,27.0407
RE1,DEMTRACARELC,TRACAR,2052,31.5475
RE1,DEMTRACARELC,TRACAR,2053,36.0543
RE1,DEMTRACARELC,TRACAR,2054,40.5611
RE1,DEMTRACARELC,TRACAR,2055,45.0678
RE1,DEMTRACARELC,TRACAR,2056,49.5746
RE1,DEMTRACARELC,TRACAR,2057,54.0814
RE1,DEMTRACARELC,TRACAR,2058,55.0422
RE1,DEMTRACARELC,TRACAR,2059,55.9468
RE1,DEMTRACARELC,TRACAR,2060,56.8663
RE1,DEMTRACARELC,TRACAR,2061,57.6085
RE1,DEMTRACARELC,TRACAR,2062,58.3603
RE1,DEMTRACARELC,TRACAR,2063,59.122
RE1,DEMTRACARELC,TRACAR,2064,59.8938
RE1,DEMTRACARELC,TRACAR,2065,60.6756
RE1,DEMTRACARELC,TRACAR,2066,61.4679
RE1,DEMTRACARELC,TRACAR,2067,62.2707
RE1,DEMTRACARELC,TRACAR,2068,63.0841
RE1,DEMTRACARELC,TRACAR,2069,63.9084
RE1,DEMTRACARELC,TRACAR,2070,64.7438
RE1,DEMTRACARGSL,TRACAR,2015,15.2603
RE1,DEMTRACARGSL,TRACAR,2016,16.0773
RE1,DEMTRACARGSL,TRACAR,2017,16.9381
RE1,DEMTRACARGSL,TRACAR,2018,17.845
RE1,DEMTRACARGSL,TRACAR,2019,18.8005
RE1,DEMTRACARGSL,TRACAR,2020,19.8071
RE1,DEMTRACARGSL,TRACAR,2021,20.5669
RE1,DEMTRACARGSL,TRACAR,2022,21.3499
RE1,DEMTRACARGSL,TRACAR,2023,22.1571
RE1,DEMTRACARGSL,TRACAR,2024,22.9897
RE1,DEMTRACARGSL,TRACAR,2025,23.8487
RE1,DEMTRACARGSL,TRACAR,2026,24.7106
RE1,DEMTRACARGSL,TRACAR,2027,25.6004
RE1,DEMTRACARGSL,TRACAR,2028,26.5193
RE1,DEMTRACARGSL,TRACAR,2029,27.4685
RE1,DEMTRACARGSL,TRACAR,2030,28.4492
RE1,DEMTRACARGSL,TRACAR,2031,28.8865
RE1,DEMTRACARGSL,TRACAR,2032,29.3697
RE1,DEMTRACARGSL,TRACAR,2033,29.8958
RE1,DEMTRACARGSL,TRACAR,2034,30.4626
RE1,DEMTRACARGSL,TRACAR,2035,32.4799
RE1,DEMTRACARGSL,TRACAR,2036,33.5852
RE1,DEMTRACARGSL,TRACAR,2037,34.7218
RE1,DEMTRACARGSL,TRACAR,2038,35.8912
RE1,DEMTRACARGSL,TRACAR,2039,37.0946
RE1,DEMTRACARGSL,TRACAR,2040,38.3335
RE1,DEMTRACARGSL,TRACAR,2041,39.3222
RE1,DEMTRACARGSL,TRACAR,2042,40.3312
RE1,DEMTRACARGSL,TRACAR,2043,41.3613
RE1,DEMTRACARGSL,TRACAR,2044,42.4134
RE1,DEMTRACARGSL,TRACAR,2045,43.4883
RE1,DEMTRACARGSL,TRACAR,2046,39.8896
RE1,DEMTRACARGSL,TRACAR,2047,36.3187
RE1,DEMTRACARGSL,TRACAR,2048,32.7757
RE1,DEMTRACARGSL,TRACAR,2049,29.2606
RE1,DEMTRACARGSL,TRACAR,2050,25.7736
RE1,DEMTRACARGSL,TRACAR,2051,22.0619
RE1,DEMTRACARGSL,TRACAR,2052,18.3632
RE1,DEMTRACARGSL,TRACAR,2053,14.6776
RE1,DEMTRACARGSL,TRACAR,2054,11.0053
RE1,DEMTRACARGSL,TRACAR,2055,7.3466
RE1,DEMTRACARGSL,TRACAR,2056,3.7016
