r,t,y,TotalCapacityAnnual
RE1,MINBIO,2015,27.6641
RE1,MINBIO,2016,27.7044
RE1,MINBIO,2017,103.4348
RE1,MINBIO,2018,179.1675
RE1,MINBIO,2019,254.9026
RE1,MINBIO,2020,330.6402
RE1,MINBIO,2021,334.8497
RE1,MINBIO,2022,348.4411
RE1,MINBIO,2023,374.6326
RE1,MINBIO,2024,384.5032
RE1,MINBIO,2025,389.5153
RE1,MINBIO,2026,396.4089
RE1,MINBIO,2027,402.325
RE1,MINBIO,2028,408.3664
RE1,MINBIO,2029,414.545
RE1,MINBIO,2030,420.8728
RE1,MINBIO,2031,416.1532
RE1,MINBIO,2032,412.2103
RE1,MINBIO,2033,408.9643
RE1,MINBIO,2034,406.3528
RE1,MINBIO,2035,422.6966
RE1,MINBIO,2036,426.6498
RE1,MINBIO,2037,430.8013
RE1,MINBIO,2038,435.1792
RE1,MINBIO,2039,439.8114
RE1,MINBIO,2040,444.7267
RE1,MINBIO,2041,447.3432
RE1,MINBIO,2042,450.0287
RE1,MINBIO,2043,453.0527
RE1,MINBIO,2044,455.2902
RE1,MINBIO,2045,458.1262
RE1,MINBIO,2046,461.7486
RE1,MINBIO,2047,463.8016
RE1,MINBIO,2048,467.4906
RE1,MINBIO,2049,468.841
RE1,MINBIO,2050,461.439
RE1,MINBIO,2051,509.9639
RE1,MINBIO,2052,511.2224
RE1,MINBIO,2053,512.1188
RE1,MINBIO,2054,512.7035
RE1,MINBIO,2055,515.6587
RE1,MINBIO,2056,517.0958
RE1,MINBIO,2057,519.4454
RE1,MINBIO,2058,522.8738
RE1,MINBIO,2059,526.5215
RE1,MINBIO,2060,530.4422
RE1,MINBIO,2061,532.7368
RE1,MINBIO,2062,534.2464
RE1,MINBIO,2063,535.84
RE1,MINBIO,2064,537.5554
RE1,MINBIO,2065,541.333
RE1,MINBIO,2066,542.6479
RE1,MINBIO,2067,545.4499
RE1,MINBIO,2068,548.7262
RE1,MINBIO,2069,548.5832
RE1,MINBIO,2070,535.9971
RE1,IMPCOA,2015,8.1033
RE1,IMPCOA,2016,8.5372
RE1,IMPCOA,2017,8.9943
RE1,IMPCOA,2018,9.4759
RE1,IMPCOA,2019,9.9832
RE1,IMPCOA,2020,10.5178
RE1,IMPCOA,2021,10.9212
RE1,IMPCOA,2022,19.9724
RE1,IMPCOA,2023,20.4011
RE1,IMPCOA,2024,20.8432
RE1,IMPCOA,2025,21.2993
RE1,IMPCOA,2026,21.757
RE1,IMPCOA,2027,13.594
RE1,IMPCOA,2028,14.082
RE1,IMPCOA,2029,14.586
RE1,IMPCOA,2030,15.1068
RE1,IMPCOA,2031,15.339
RE1,IMPCOA,2032,15.5956
RE1,IMPCOA,2033,15.875
RE1,IMPCOA,2034,16.1759
RE1,IMPCOA,2035,17.2471
RE1,IMPCOA,2036,17.8341
RE1,IMPCOA,2037,18.4376
RE1,IMPCOA,2038,19.0585
RE1,IMPCOA,2039,19.6975
RE1,IMPCOA,2040,20.3554
RE1,IMPCOA,2041,20.8804
RE1,IMPCOA,2042,21.4162
RE1,IMPCOA,2043,21.9632
RE1,IMPCOA,2044,22.5219
RE1,IMPCOA,2045,23.0927
RE1,IMPCOA,2046,23.5749
RE1,IMPCOA,2047,24.0719
RE1,IMPCOA,2048,24.5836
RE1,IMPCOA,2049,25.1102
RE1,IMPCOA,2050,25.6518
RE1,IMPCOA,2051,26.074
RE1,IMPCOA,2052,26.503
RE1,IMPCOA,2053,26.9391
RE1,IMPCOA,2054,27.3822
RE1,IMPCOA,2055,27.8325
RE1,IMPCOA,2056,28.2902
RE1,IMPCOA,2057,28.7553
RE1,IMPCOA,2058,29.2279
RE1,IMPCOA,2059,29.7083
RE1,IMPCOA,2060,30.1965
RE1,IMPCOA,2061,30.5906
RE1,IMPCOA,2062,30.9899
RE1,IMPCOA,2063,31.3943
RE1,IMPCOA,2064,31.8041
RE1,IMPCOA,2065,32.2193
RE1,IMPCOA,2066,32.64
RE1,IMPCOA,2067,33.0663
RE1,IMPCOA,2068,33.4982
RE1,IMPCOA,2069,33.936
RE1,IMPCOA,2070,34.3796
RE1,IMPLFO,2015,202.5455
RE1,IMPLFO,2016,213.3901
RE1,IMPLFO,2017,224.8154
RE1,IMPLFO,2018,236.8523
RE1,IMPLFO,2019,249.5338
RE1,IMPLFO,2020,262.8942
RE1,IMPLFO,2021,249.8236
RE1,IMPLFO,2022,237.6602
RE1,IMPLFO,2023,225.267
RE1,IMPLFO,2024,213.2139
RE1,IMPLFO,2025,200.7605
RE1,IMPLFO,2026,204.4238
RE1,IMPLFO,2027,211.7848
RE1,IMPLFO,2028,219.3867
RE1,IMPLFO,2029,227.2392
RE1,IMPLFO,2030,235.3523
RE1,IMPLFO,2031,238.9702
RE1,IMPLFO,2032,242.9677
RE1,IMPLFO,2033,247.3202
RE1,IMPLFO,2034,252.009
RE1,IMPLFO,2035,268.697
RE1,IMPLFO,2036,277.8415
RE1,IMPLFO,2037,287.2444
RE1,IMPLFO,2038,296.9177
RE1,IMPLFO,2039,306.8731
RE1,IMPLFO,2040,317.1221
RE1,IMPLFO,2041,325.3014
RE1,IMPLFO,2042,333.6485
RE1,IMPLFO,2043,342.1707
RE1,IMPLFO,2044,350.8744
RE1,IMPLFO,2045,359.7665
RE1,IMPLFO,2046,344.7455
RE1,IMPLFO,2047,329.954
RE1,IMPLFO,2048,315.3928
RE1,IMPLFO,2049,301.0629
RE1,IMPLFO,2050,283.6281
RE1,IMPLFO,2051,110.3097
RE1,IMPLFO,2052,91.8159
RE1,IMPLFO,2053,73.3879
RE1,IMPLFO,2054,55.0265
RE1,IMPLFO,2055,36.7328
RE1,IMPLFO,2056,18.5081
RE1,IMPLFO,2057,0.3534
RE1,IMPNGS,2065,38.5252
RE1,IMPNGS,2066,229.2239
RE1,IMPNGS,2067,240.9554
RE1,IMPNGS,2068,251.5652
RE1,IMPNGS,2069,251.5652
RE1,IMPNGS,2070,88.6896
RE1,MINNGS,2024,6.1002
RE1,MINNGS,2025,6.1002
RE1,MINNGS,2026,9.1058
RE1,MINNGS,2027,13.6054
RE1,MINNGS,2028,17.1814
RE1,MINNGS,2029,21.0686
RE1,MINNGS,2030,25.5682
RE1,MINNGS,2031,29.763
RE1,MINNGS,2032,32.0136
RE1,MINNGS,2033,33.6572
RE1,MINNGS,2034,36.5039
RE1,MINNGS,2035,41.0035
RE1,MINNGS,2036,45.5031
RE1,MINNGS,2037,45.5031
RE1,MINNGS,2038,45.5031
RE1,MINNGS,2039,45.5031
RE1,MINNGS,2040,45.5031
RE1,MINNGS,2041,45.5031
RE1,MINNGS,2042,45.5031
RE1,MINNGS,2043,45.5031
RE1,MINNGS,2044,45.5031
RE1,MINNGS,2045,47.8291
RE1,MINNGS,2046,52.3287
RE1,MINNGS,2047,56.8282
RE1,MINNGS,2048,61.3278
RE1,MINNGS,2049,65.8274
RE1,MINNGS,2050,70.327
RE1,MINNGS,2051,147.3889
RE1,MINNGS,2052,166.3977
RE1,MINNGS,2053,184.3664
RE1,MINNGS,2054,196.0208
RE1,MINNGS,2055,205.0388
RE1,MINNGS,2056,214.2757
RE1,MINNGS,2057,223.7377
RE1,MINNGS,2058,226.2481
RE1,MINNGS,2059,228.7872
RE1,MINNGS,2060,231.6395
RE1,MINNGS,2061,231.1016
RE1,MINNGS,2062,228.851
RE1,MINNGS,2063,227.2074
RE1,MINNGS,2064,224.3607
RE1,MINNGS,2065,181.3359
RE1,MINSOL,2015,0.3035
RE1,MINSOL,2017,0.3439
RE1,MINSOL,2021,0.3812
RE1,MINSOL,2022,0.3812
RE1,MINSOL,2023,0.3812
RE1,MINSOL,2024,6.489
RE1,MINSOL,2025,14.7222
RE1,MINSOL,2026,15.8163
RE1,MINSOL,2027,16.6427
RE1,MINSOL,2028,17.5168
RE1,MINSOL,2029,18.4412
RE1,MINSOL,2030,19.4152
RE1,MINSOL,2031,20.1534
RE1,MINSOL,2032,20.9585
RE1,MINSOL,2033,21.8306
RE1,MINSOL,2034,22.7751
RE1,MINSOL,2035,24.8274
RE1,MINSOL,2036,26.2725
RE1,MINSOL,2037,27.8249
RE1,MINSOL,2038,33.8328
RE1,MINSOL,2039,43.8754
RE1,MINSOL,2040,54.0402
RE1,MINSOL,2041,57.9802
RE1,MINSOL,2042,62.1415
RE1,MINSOL,2043,66.7379
RE1,MINSOL,2044,72.3063
RE1,MINSOL,2045,78.6322
RE1,MINSOL,2046,88.8568
RE1,MINSOL,2047,99.0594
RE1,MINSOL,2048,105.6877
RE1,MINSOL,2049,105.6877
RE1,MINSOL,2050,112.5347
RE1,MINSOL,2051,135.7965
RE1,MINSOL,2052,143.2525
RE1,MINSOL,2053,150.9448
RE1,MINSOL,2054,155.517
RE1,MINSOL,2055,157.5352
RE1,MINSOL,2056,159.6127
RE1,MINSOL,2057,161.7514
RE1,MINSOL,2058,169.2374
RE1,MINSOL,2059,176.7696
RE1,MINSOL,2060,184.3671
RE1,MINSOL,2061,191.2742
RE1,MINSOL,2062,197.4694
RE1,MINSOL,2063,203.9223
RE1,MINSOL,2064,209.513
RE1,MINSOL,2065,212.3774
RE1,MINSOL,2066,211.7358
RE1,MINSOL,2067,210.8715
RE1,MINSOL,2068,209.2004
RE1,MINSOL,2069,206.8491
RE1,MINSOL,2070,222.7386
RE1,MINWND,2032,1.5402
RE1,MINWND,2033,3.0804
RE1,MINWND,2034,4.6205
RE1,MINWND,2035,6.1607
RE1,MINWND,2036,7.7009
RE1,MINWND,2037,9.2411
RE1,MINWND,2038,10.7813
RE1,MINWND,2039,12.3214
RE1,MINWND,2040,13.8616
RE1,MINWND,2041,15.4018
RE1,MINWND,2042,16.942
RE1,MINWND,2043,18.4822
RE1,MINWND,2044,20.0223
RE1,MINWND,2045,21.5625
RE1,MINWND,2046,23.1027
RE1,MINWND,2047,27.1103
RE1,MINWND,2048,33.7317
RE1,MINWND,2049,44.0522
RE1,MINWND,2050,51.3735
RE1,MINWND,2051,64.9445
RE1,MINWND,2052,66.0724
RE1,MINWND,2053,67.2332
RE1,MINWND,2054,71.6827
RE1,MINWND,2055,78.5328
RE1,MINWND,2056,85.4025
RE1,MINWND,2057,92.2928
RE1,MINWND,2058,93.6347
RE1,MINWND,2059,95.0164
RE1,MINWND,2060,96.4392
RE1,MINWND,2061,97.491
RE1,MINWND,2062,98.4575
RE1,MINWND,2063,99.2086
RE1,MINWND,2064,100.8304
RE1,MINWND,2065,104.3017
RE1,MINWND,2066,106.9528
RE1,MINWND,2067,109.0377
RE1,MINWND,2068,111.8227
RE1,MINWND,2069,114.4142
RE1,MINWND,2070,200.872
RE1,MINHYD,2015,5.8974
RE1,MINHYD,2016,5.1142
RE1,MINHYD,2017,6.4852
RE1,MINHYD,2018,4.3494
RE1,MINHYD,2019,4.8212
RE1,MINHYD,2020,5.3757
RE1,MINHYD,2021,16.6838
RE1,MINHYD,2022,18.015
RE1,MINHYD,2023,18.015
RE1,MINHYD,2024,18.015
RE1,MINHYD,2025,18.015
RE1,MINHYD,2026,18.015
RE1,MINHYD,2027,18.015
RE1,MINHYD,2028,18.015
RE1,MINHYD,2029,18.015
RE1,MINHYD,2030,18.015
RE1,MINHYD,2031,18.015
RE1,MINHYD,2032,18.015
RE1,MINHYD,2033,18.015
RE1,MINHYD,2034,18.015
RE1,MINHYD,2035,18.015
RE1,MINHYD,2036,18.015
RE1,MINHYD,2037,18.015
RE1,MINHYD,2038,18.015
RE1,MINHYD,2039,18.015
RE1,MINHYD,2040,18.015
RE1,MINHYD,2041,18.015
RE1,MINHYD,2042,18.015
RE1,MINHYD,2043,18.015
RE1,MINHYD,2044,18.015
RE1,MINHYD,2045,18.015
RE1,MINHYD,2046,18.015
RE1,MINHYD,2047,18.015
RE1,MINHYD,2048,18.015
RE1,MINHYD,2049,18.015
RE1,MINHYD,2050,18.015
RE1,MINHYD,2051,18.015
RE1,MINHYD,2052,18.015
RE1,MINHYD,2053,18.015
RE1,MINHYD,2054,18.015
RE1,MINHYD,2055,18.015
RE1,MINHYD,2056,18.015
RE1,MINHYD,2057,18.015
RE1,MINHYD,2058,18.015
RE1,MINHYD,2059,18.015
RE1,MINHYD,2060,18.015
RE1,MINHYD,2061,18.015
RE1,MINHYD,2062,18.015
RE1,MINHYD,2063,18.015
RE1,MINHYD,2064,18.015
RE1,MINHYD,2065,18.015
RE1,MINHYD,2066,18.015
RE1,MINHYD,2067,18.015
RE1,MINHYD,2068,18.015
RE1,MINHYD,2069,18.015
RE1,MINHYD,2070,18.015
RE1,PWRBIO001,2022,0.2101
RE1,PWRBIO001,2023,0.702
RE1,PWRBIO001,2024,0.8306
RE1,PWRBIO001,2025,0.8512
RE1,PWRBIO001,2026,0.9221
RE1,PWRBIO001,2027,0.9713
RE1,PWRBIO001,2028,1.0233
RE1,PWRBIO001,2029,1.0782
RE1,PWRBIO001,2030,1.1364
RE1,PWRBIO001,2031,1.1808
RE1,PWRBIO001,2032,1.2291
RE1,PWRBIO001,2033,1.2815
RE1,PWRBIO001,2034,1.3382
RE1,PWRBIO001,2035,1.4628
RE1,PWRBIO001,2036,1.5515
RE1,PWRBIO001,2037,1.6461
RE1,PWRBIO001,2038,1.7469
RE1,PWRBIO001,2039,1.8545
RE1,PWRBIO001,2040,1.9694
RE1,PWRBIO001,2041,2.0662
RE1,PWRBIO001,2042,2.168
RE1,PWRBIO001,2043,2.2767
RE1,PWRBIO001,2044,2.3692
RE1,PWRBIO001,2045,2.4699
RE1,PWRBIO001,2046,2.622
RE1,PWRBIO001,2047,2.7742
RE1,PWRBIO001,2048,2.9264
RE1,PWRBIO001,2049,3.0786
RE1,PWRBIO001,2050,3.2308
RE1,PWRBIO001,2051,4.2629
RE1,PWRBIO001,2052,4.3772
RE1,PWRBIO001,2053,4.4831
RE1,PWRBIO001,2054,4.5822
RE1,PWRBIO001,2055,4.6956
RE1,PWRBIO001,2056,4.8126
RE1,PWRBIO001,2057,4.9332
RE1,PWRBIO001,2058,5.0851
RE1,PWRBIO001,2059,5.2416
RE1,PWRBIO001,2060,5.4019
RE1,PWRBIO001,2061,5.528
RE1,PWRBIO001,2062,5.6323
RE1,PWRBIO001,2063,5.7388
RE1,PWRBIO001,2064,5.8477
RE1,PWRBIO001,2065,5.9589
RE1,PWRBIO001,2066,6.0725
RE1,PWRBIO001,2067,6.1886
RE1,PWRBIO001,2068,6.3145
RE1,PWRBIO001,2069,6.3001
RE1,PWRBIO001,2070,6.1852
RE1,PWRCOA001,2015,0.12
RE1,PWRCOA001,2016,0.12
RE1,PWRCOA001,2017,0.12
RE1,PWRCOA001,2018,0.12
RE1,PWRCOA001,2019,0.12
RE1,PWRCOA001,2020,0.12
RE1,PWRCOA001,2021,0.12
RE1,PWRCOA001,2022,0.12
RE1,PWRCOA001,2023,0.12
RE1,PWRCOA001,2024,0.12
RE1,PWRCOA001,2025,0.12
RE1,PWRCOA001,2026,0.12
RE1,PWROHC001,2015,0.06
RE1,PWROHC001,2016,0.06
RE1,PWROHC001,2017,0.06
RE1,PWROHC001,2018,0.06
RE1,PWROHC001,2019,0.06
RE1,PWROHC001,2020,0.06
RE1,PWROHC001,2021,0.06
RE1,PWROHC001,2022,0.06
RE1,PWROHC001,2023,0.06
RE1,PWROHC001,2024,0.06
RE1,PWROHC001,2025,0.06
RE1,PWRNGS001,2024,0.11
RE1,PWRNGS001,2025,0.11
RE1,PWRNGS001,2026,0.1643
RE1,PWRNGS001,2027,0.2454
RE1,PWRNGS001,2028,0.3099
RE1,PWRNGS001,2029,0.38
RE1,PWRNGS001,2030,0.4612
RE1,PWRNGS001,2031,0.5369
RE1,PWRNGS001,2032,0.5775
RE1,PWRNGS001,2033,0.6071
RE1,PWRNGS001,2034,0.6585
RE1,PWRNGS001,2035,0.7396
RE1,PWRNGS001,2036,0.8208
RE1,PWRNGS001,2037,0.8208
RE1,PWRNGS001,2038,0.8208
RE1,PWRNGS001,2039,0.8208
RE1,PWRNGS001,2040,0.8208
RE1,PWRNGS001,2041,0.8208
RE1,PWRNGS001,2042,0.8208
RE1,PWRNGS001,2043,0.8208
RE1,PWRNGS001,2044,0.8208
RE1,PWRNGS001,2045,0.8628
RE1,PWRNGS001,2046,0.9439
RE1,PWRNGS001,2047,1.0251
RE1,PWRNGS001,2048,1.1063
RE1,PWRNGS001,2049,1.1874
RE1,PWRNGS001,2050,1.2686
RE1,PWRNGS001,2051,2.6587
RE1,PWRNGS001,2052,3.0015
RE1,PWRNGS001,2053,3.3257
RE1,PWRNGS001,2054,3.5359
RE1,PWRNGS001,2055,3.6986
RE1,PWRNGS001,2056,3.8652
RE1,PWRNGS001,2057,4.0359
RE1,PWRNGS001,2058,4.0811
RE1,PWRNGS001,2059,4.1269
RE1,PWRNGS001,2060,4.1784
RE1,PWRNGS001,2061,4.1687
RE1,PWRNGS001,2062,4.1281
RE1,PWRNGS001,2063,4.0984
RE1,PWRNGS001,2064,4.0471
RE1,PWRNGS001,2065,3.9659
RE1,PWRNGS001,2066,4.1348
RE1,PWRNGS001,2067,4.3464
RE1,PWRNGS001,2068,4.5378
RE1,PWRNGS001,2069,4.5378
RE1,PWRNGS001,2070,4.5378
RE1,PWRSOL001,2015,0.0274
RE1,PWRSOL001,2016,0.0274
RE1,PWRSOL001,2017,0.0274
RE1,PWRSOL001,2018,0.0274
RE1,PWRSOL001,2019,0.0274
RE1,PWRSOL001,2020,0.0274
RE1,PWRSOL001,2021,0.0274
RE1,PWRSOL001,2022,0.0274
RE1,PWRSOL001,2023,0.0274
RE1,PWRSOL001,2024,0.4665
RE1,PWRSOL001,2025,1.0583
RE1,PWRSOL001,2026,1.1146
RE1,PWRSOL001,2027,1.1741
RE1,PWRSOL001,2028,1.2369
RE1,PWRSOL001,2029,1.3034
RE1,PWRSOL001,2030,1.3737
RE1,PWRSOL001,2031,1.4273
RE1,PWRSOL001,2032,1.4857
RE1,PWRSOL001,2033,1.5491
RE1,PWRSOL001,2034,1.6176
RE1,PWRSOL001,2035,1.7682
RE1,PWRSOL001,2036,1.8755
RE1,PWRSOL001,2037,1.9898
RE1,PWRSOL001,2038,2.1117
RE1,PWRSOL001,2039,2.2417
RE1,PWRSOL001,2040,2.3806
RE1,PWRSOL001,2041,2.4976
RE1,PWRSOL001,2042,2.6207
RE1,PWRSOL001,2043,2.7505
RE1,PWRSOL001,2044,2.8872
RE1,PWRSOL001,2045,3.0264
RE1,PWRSOL001,2046,3.1695
RE1,PWRSOL001,2047,3.3174
RE1,PWRSOL001,2048,3.4702
RE1,PWRSOL001,2049,3.4702
RE1,PWRSOL001,2050,3.9624
RE1,PWRSOL001,2051,5.0525
RE1,PWRSOL001,2052,5.1856
RE1,PWRSOL001,2053,5.3225
RE1,PWRSOL001,2054,5.4634
RE1,PWRSOL001,2055,5.6085
RE1,PWRSOL001,2056,5.7579
RE1,PWRSOL001,2057,5.9116
RE1,PWRSOL001,2058,6.0699
RE1,PWRSOL001,2059,6.2329
RE1,PWRSOL001,2060,6.4007
RE1,PWRSOL001,2061,6.5248
RE1,PWRSOL001,2062,6.6514
RE1,PWRSOL001,2063,6.7807
RE1,PWRSOL001,2064,6.9127
RE1,PWRSOL001,2065,7.0474
RE1,PWRSOL001,2066,7.185
RE1,PWRSOL001,2067,7.3255
RE1,PWRSOL001,2068,7.469
RE1,PWRSOL001,2069,7.6155
RE1,PWRSOL001,2070,9.3496
RE1,PWRHYD001,2015,0.24
RE1,PWRHYD001,2016,0.24
RE1,PWRHYD001,2017,0.24
RE1,PWRHYD001,2018,0.24
RE1,PWRHYD001,2019,0.24
RE1,PWRHYD001,2020,0.24
RE1,PWRHYD001,2021,0.3805
RE1,PWRHYD001,2022,0.4337
RE1,PWRHYD001,2023,0.4337
RE1,PWRHYD001,2024,0.4337
RE1,PWRHYD001,2025,0.4337
RE1,PWRHYD001,2026,0.4337
RE1,PWRHYD001,2027,0.4337
RE1,PWRHYD001,2028,0.4337
RE1,PWRHYD001,2029,0.4337
RE1,PWRHYD001,2030,0.4337
RE1,PWRHYD001,2031,0.4337
RE1,PWRHYD001,2032,0.4337
RE1,PWRHYD001,2033,0.4337
RE1,PWRHYD001,2034,0.4337
RE1,PWRHYD001,2035,0.4337
RE1,PWRHYD001,2036,0.4337
RE1,PWRHYD001,2037,0.4337
RE1,PWRHYD001,2038,0.4337
RE1,PWRHYD001,2039,0.4337
RE1,PWRHYD001,2040,0.4337
RE1,PWRHYD001,2041,0.4337
RE1,PWRHYD001,2042,0.4337
RE1,PWRHYD001,2043,0.4337
RE1,PWRHYD001,2044,0.4337
RE1,PWRHYD001,2045,0.4337
RE1,PWRHYD001,2046,0.4337
RE1,PWRHYD001,2047,0.4337
RE1,PWRHYD001,2048,0.4337
RE1,PWRHYD001,2049,0.4337
RE1,PWRHYD001,2050,0.4337
RE1,PWRHYD001,2051,0.4337
RE1,PWRHYD001,2052,0.4337
RE1,PWRHYD001,2053,0.4337
RE1,PWRHYD001,2054,0.4337
RE1,PWRHYD001,2055,0.4337
RE1,PWRHYD001,2056,0.4337
RE1,PWRHYD001,2057,0.4337
RE1,PWRHYD001,2058,0.4337
RE1,PWRHYD001,2059,0.4337
RE1,PWRHYD001,2060,0.4337
RE1,PWRHYD001,2061,0.4337
RE1,PWRHYD001,2062,0.4337
RE1,PWRHYD001,2063,0.4337
RE1,PWRHYD001,2064,0.4337
RE1,PWRHYD001,2065,0.4337
RE1,PWRHYD001,2066,0.4337
RE1,PWRHYD001,2067,0.4337
RE1,PWRHYD001,2068,0.4337
RE1,PWRHYD001,2069,0.4337
RE1,PWRHYD001,2070,0.4337
RE1,PWRHYD002,2015,0.092
RE1,PWRHYD002,2016,0.092
RE1,PWRHYD002,2017,0.092
RE1,PWRHYD002,2018,0.092
RE1,PWRHYD002,2019,0.092
RE1,PWRHYD002,2020,0.092
RE1,PWRHYD002,2021,0.1663
RE1,PWRHYD002,2022,0.1663
RE1,PWRHYD002,2023,0.1663
RE1,PWRHYD002,2024,0.1663
RE1,PWRHYD002,2025,0.1663
RE1,PWRHYD002,2026,0.1663
RE1,PWRHYD002,2027,0.1663
RE1,PWRHYD002,2028,0.1663
RE1,PWRHYD002,2029,0.1663
RE1,PWRHYD002,2030,0.1663
RE1,PWRHYD002,2031,0.1663
RE1,PWRHYD002,2032,0.1663
RE1,PWRHYD002,2033,0.1663
RE1,PWRHYD002,2034,0.1663
RE1,PWRHYD002,2035,0.1663
RE1,PWRHYD002,2036,0.1663
RE1,PWRHYD002,2037,0.1663
RE1,PWRHYD002,2038,0.1663
RE1,PWRHYD002,2039,0.1663
RE1,PWRHYD002,2040,0.1663
RE1,PWRHYD002,2041,0.1663
RE1,PWRHYD002,2042,0.1663
RE1,PWRHYD002,2043,0.1663
RE1,PWRHYD002,2044,0.1663
RE1,PWRHYD002,2045,0.1663
RE1,PWRHYD002,2046,0.1663
RE1,PWRHYD002,2047,0.1663
RE1,PWRHYD002,2048,0.1663
RE1,PWRHYD002,2049,0.1663
RE1,PWRHYD002,2050,0.1663
RE1,PWRHYD002,2051,0.1663
RE1,PWRHYD002,2052,0.1663
RE1,PWRHYD002,2053,0.1663
RE1,PWRHYD002,2054,0.1663
RE1,PWRHYD002,2055,0.1663
RE1,PWRHYD002,2056,0.1663
RE1,PWRHYD002,2057,0.1663
RE1,PWRHYD002,2058,0.1663
RE1,PWRHYD002,2059,0.1663
RE1,PWRHYD002,2060,0.1663
RE1,PWRHYD002,2061,0.1663
RE1,PWRHYD002,2062,0.1663
RE1,PWRHYD002,2063,0.1663
RE1,PWRHYD002,2064,0.1663
RE1,PWRHYD002,2065,0.1663
RE1,PWRHYD002,2066,0.1663
RE1,PWRHYD002,2067,0.1663
RE1,PWRHYD002,2068,0.1663
RE1,PWRHYD002,2069,0.1663
RE1,PWRHYD002,2070,0.1663
RE1,PWRHYD003,2021,0.108
RE1,PWRHYD003,2022,0.108
RE1,PWRHYD003,2023,0.108
RE1,PWRHYD003,2024,0.108
RE1,PWRHYD003,2025,0.108
RE1,PWRHYD003,2026,0.108
RE1,PWRHYD003,2027,0.108
RE1,PWRHYD003,2028,0.108
RE1,PWRHYD003,2029,0.108
RE1,PWRHYD003,2030,0.108
RE1,PWRHYD003,2031,0.108
RE1,PWRHYD003,2032,0.108
RE1,PWRHYD003,2033,0.108
RE1,PWRHYD003,2034,0.108
